,date_of_sale,address,location,livingarea,rooms,plotarea,closingprice
1447,2018-05-31,Knaverstad-Ryr 450,"Kode, Kungälvs kommun",44,3,885.0,1500000
1448,2018-05-31,Fjällsholmen 190,"Marstrand, Kungälvs kommun",80,4,2750.0,5200000
1449,2018-05-30,Järpstigen 2,"Skälebräcke, Kungälvs kommun",128,5,743.0,4675000
1450,2018-05-30,Solberga 790,"Kode, Kungälvs kommun",130,4,1380.0,3550000
1451,2018-05-29,Kulperödsvägen 31,"Gullbringa, Kungälvs kommun",148,5,2678.0,1500000
1452,2018-05-25,Vrångholmen 150,"Marstrand/Kråkerön, Kungälvs kommun",219,6,2207.0,11000000
1453,2018-05-25,Hemmansgatan 7,"Ytterby, Kungälvs kommun",155,6,875.0,4500000
1454,2018-05-24,Bäckvägen 10,"Lökeberg, Kungälvs kommun",60,4,1091.0,3910000
1455,2018-05-22,Rörmossevägen 240,"Rörmossen, Kungälvs kommun",73,3,5170.0,2215000
1456,2018-05-22,Lievägen 228,"Kungälv Ullstorp, Kungälvs kommun",135,4,250.0,4750000
1457,2018-05-22,Lökebergsvägen 18,"Lökeberg, Kungälvs kommun",175,4,55368.0,6225000
1458,2018-05-17,Hermansby 228,"Kärna, Kungälvs kommun",223,5,1503.0,5825000
1459,2018-05-17,Gräsgången 6,"Kungälv, Kungälvs kommun",125,4,514.0,3900000
1460,2018-05-17,Gategården 260,"Risby/Hålta, Kungälvs kommun",191,5,2337.0,5020000
1461,2018-05-16,Brunnefjäll 110,"Kärna, Kungälvs kommun",306,6,2124.0,3750000
1462,2018-05-16,Sandvik 110,"HARESTAD, Kungälvs kommun",189,5,998.0,3400000
1463,2018-05-14,Galeasgatan 15,"Kungälv, Kungälvs kommun",167,5,610.0,3500000
1464,2018-05-07,Fasanstigen 8,"Skälebräcke, Kungälvs kommun",128,5,362.0,4250000
1465,2018-05-07,Brunnefjäll 190,"Kärna, Kungälvs kommun",133,4,1536.0,2810000
1466,2018-05-06,Enekullsvägen 32,"Ytterby, Kungälvs kommun",121,4,807.0,3570000
1467,2018-05-03,Dannemarksgatan 39,"Ytterby, Kungälvs kommun",191,6,730.0,4000000
1468,2018-05-02,Byvägen 22,"Ödsmålsmosse, Kungälvs kommun",67,3,1930.0,2500000
1469,2018-04-30,Rådmansgatan 4,"Centrum, Kungälvs kommun",220,6,678.0,6175000
1470,2018-04-19,Bäck 250,"Romelanda, Kungälvs kommun",49,2,7867.0,1400000
1471,2018-04-19,Rubinvägen 29,"KODE, Kungälvs kommun",49,2,746.0,4200000
1472,2018-04-06,Bokvägen 5,"Kungälv centralt, Kungälvs kommun",178,5,635.0,4450000
1473,2021-08-22,Fontinvägen 16,"Bohuslän, Kungälvs kommun",170,6,1012.0,6125000
1474,2021-08-21,Västra gatan 6,"Bohuslän, Kungälvs kommun",557,12,693.0,11000000
1475,2021-08-20,Kuskalundsvägen 36,"HÅLTA, Kungälvs kommun",161,6,1339.0,4100000
1476,2021-08-19,Gömmet 120,"Romelanda, Kungälvs kommun",216,5,2800.0,5250000
1477,2021-08-16,Gunneröd 200,"Kärna, Kungälvs kommun",50,3,789.0,2490000
1478,2021-08-16,Ödsmål 360,"Ödsmål, Kungälvs kommun",171,6,794.0,4700000
1479,2021-08-10,Lagvägen 41,"Ytterby, Kungälvs kommun",161,5,642.0,5035000
1480,2021-08-10,Metesten 150,"Harestad, Kungälvs kommun",150,5,1507.0,4300000
1481,2021-08-09,Sjöhåla 580,"Kärna, Kungälvs kommun",181,5,1068.0,3490000
1482,2021-08-09,Duvesjön 215,"Romelanda, Kungälvs kommun",90,3,1113.0,2750000
1483,2021-08-06,Plogvägen 168,"Ullstorp, Kungälvs kommun",122,5,299.0,5800000
1484,2021-08-06,Sjöhåla 380,"Holmängen, Kungälvs kommun",71,12,1527.0,2175000
1485,2021-08-04,Munkholmsgatan 8,"Kungälv - Centralt, Kungälvs kommun",180,7,639.0,6100000
1486,2021-08-02,Hallsbrovägen 14,"Kärna, Kungälvs kommun",206,5,2108.0,4500000
1487,2021-07-29,Väktaregatan 9,"Centralt, Kungälvs kommun",249,9,538.0,6900000
1488,2021-07-23,Rådmansgatan 11,"Kungälv Centralt, Kungälvs kommun",289,6,547.0,6800000
1489,2021-07-21,Flateby 470,"Harestad, Kungälvs kommun",68,3,1409.0,2800000
1490,2021-07-20,Rondan 20,"Ödsmålsmosse, Kungälvs kommun",157,4,1326.0,3900000
1491,2021-07-15,Olserödsgatan 10,"Olseröd, Kungälvs kommun",118,5,285.0,4700000
1492,2021-07-13,Nereby 370,"Hisingen, Kungälvs kommun",65,3,1840.0,3550000
1493,2021-07-13,Bergåsvägen 26,"Ytterby, Kungälvs kommun",239,4,891.0,6450000
1494,2021-07-12,Gömmet 130,"Romelanda, Kungälvs kommun",160,7,3055.0,4900000
1495,2021-07-12,Alvägen 5,"Bohuslän, Kungälvs kommun",127,5,744.0,4550000
1496,2021-07-10,Olserödsgatan 118,"Olseröd, Kungälvs kommun",151,6,910.0,6200000
1497,2021-07-09,Gömmet 110,"Romelanda, Kungälvs kommun",177,3,30000.0,5600000
1498,2021-07-08,Olsåker 110,"Kareby, Kungälvs kommun",199,6,16226.0,5900000
1499,2021-07-08,Källeröd 192,"Kareby, Kungälvs kommun",141,6,1335.0,5295000
1500,2021-07-06,Olvonvägen 17,"Diseröd, Kungälvs kommun",179,7,683.0,5300000
1501,2021-07-05,Bäckvägen 8,"Lökeberg, Kungälvs kommun",128,4,1016.0,2750000
1502,2021-07-03,Rävsal 170,"Olseröd, Kungälvs kommun",174,5,2514.0,3525000
1503,2021-06-29,Ön 150,"Kareby, Kungälvs kommun",127,5,2077.0,5750000
1504,2021-06-28,Klintegatan 8,"Kungälv - Centralt, Kungälvs kommun",210,7,778.0,7100000
1505,2021-06-24,Marias väg 17,"Aröd, Kungälvs kommun",133,4,1318.0,4700000
1506,2021-06-24,Skårby station 130,"Kareby, Kungälvs kommun",185,4,1686.0,2600000
1507,2021-06-22,Lilla Ryr 170,"Lycke, Kungälvs kommun",49,2,1345.0,2900000
1508,2021-06-22,Prästvägen 450,"Kareby, Kungälvs kommun",166,4,2572.0,4600000
1509,2021-06-21,Olserödsgatan 90,"Klöverbacken - Olseröd, Kungälvs kommun",108,4,223.0,3600000
1510,2021-06-21,Ekliden 8,"Centralt, Kungälvs kommun",133,3,1041.0,5000000
1511,2021-06-19,Vedhall 120,"Kärna, Kungälvs kommun",137,4,2105.0,6500000
1512,2021-06-18,Toreby 200,"Bohuslän, Kungälvs kommun",233,4,2391.0,4100000
1513,2021-06-18,Holm 285,"Kärna, Kungälvs kommun",233,4,1091.0,4300000
1514,2021-06-17,Häljeröd 300,"Kungälv - Romelanda, Kungälvs kommun",248,7,3547.0,6900000
1515,2021-06-15,Konvaljgatan 10,"Ytterby, Kungälvs kommun",115,4,634.0,5050000
1516,2021-06-15,Skutviksvägen 3,"Marstrand - Instön, Kungälvs kommun",45,3,1223.0,4750000
1517,2021-06-14,Harkvägen 349,"Kungälv - Ullstorp, Kungälvs kommun",126,4,,4900000
1518,2021-06-11,Dotorp 540,"Kärna, Kungälvs kommun",120,5,1214.0,3900000
1519,2021-06-11,Otterlyckan 49,"Instön, Kungälvs kommun",63,4,769.0,4900000
1520,2021-06-11,Duvesjön 475,"Diseröd, Kungälvs kommun",36,3,1577.0,1825000
1521,2021-06-10,Helgonagatan 157,"Munkegärde, Kungälvs kommun",218,7,903.0,5025000
1522,2021-06-09,Dannemarksgatan 14,"Ytterby-Tega, Kungälvs kommun",296,8,1203.0,6250000
1523,2017-05-26,Dalvägen 17,"Ödsmåls mosse/Rörtången, Kungälvs kommun",85,5,1036.0,2395000
1524,2017-05-25,Skrivarevägen 46,"Ytterby, Kungälvs kommun",104,4,176.0,3400000
1525,2017-05-25,Fredkullagatan 21,"Centrum, Kungälvs kommun",260,7,978.0,5710000
1526,2017-05-25,Årsnäs 460,"Kode, Kungälvs kommun",40,3,2393.0,2450000
1527,2017-05-19,Husfrejagatan 6,"Iskällan, Kungälvs kommun",204,6,938.0,5400000
1528,2017-05-17,Matskärsvägen 70,"Tjuvkil, Kungälvs kommun",86,4,1138.0,3470000
1529,2017-05-16,Västerhöjdsvägen 24,"Kärna, Kungälvs kommun",165,6,728.0,5300000
1530,2017-05-15,Plogvägen 209,"Ullstorp, Kungälvs kommun",122,5,290.0,4800000
1531,2017-05-14,Byvägen 63,"Ödsmålsmosse vid Rörtången, Kungälvs kommun",104,5,1750.0,3300000
1532,2017-05-12,Myrstigen 4,"Tjuvkil/Lökeberg, Kungälvs kommun",56,2,1511.0,3240000
1533,2017-05-12,"Västra Trädal 205, Villa Kobbskär","Kärna Kållstorp, Kungälvs kommun",127,5,1236.0,4635000
1534,2017-05-10,Stora Risby 360,"Bohuslän, Kungälvs kommun",43,3,1264.0,1750000
1535,2017-05-10,Fregattgatan 2,"Kungälv, Kungälvs kommun",243,7,781.0,4650000
1536,2017-05-08,Jakobsvägen 21-23,"Aröd, Kungälvs kommun",160,5,2963.0,4550000
1537,2017-05-05,Östergårdsgatan 63,"Ytterby, Kungälvs kommun",150,6,1556.0,5700000
1538,2017-05-05,Stora Lycke 330,"Kungälv - Lycke, Kungälvs kommun",220,7,3147.0,7000000
1539,2017-05-04,Tolleröd 115,"Kode, Kungälvs kommun",220,7,2130.0,4295000
1540,2017-05-02,Situlagatan 3,"YTTERBY, Kungälvs kommun",170,6,795.0,5600000
1541,2017-05-01,Kvarndalsvägen 40,"Lökeberg, Kungälvs kommun",92,3,1089.0,2650000
1542,2017-04-29,Skäggstorp 180,"Kode, Kungälvs kommun",58,2,1353.0,2360000
1543,2017-04-27,Knapegården 170,"Kode, Kungälvs kommun",62,3,1256.0,1840000
1544,2017-04-27,Briljantvägen 21,"Kode, Kungälvs kommun",150,6,498.0,4350000
1545,2017-04-26,Bergkristallvägen 21,"Kode, Kungälvs kommun",137,6,531.0,4250000
1546,2017-04-26,Mantalsgatan 29,"Ytterby, Kungälvs kommun",193,6,882.0,5360000
1547,2017-04-25,Vallhjonsgatan 14,"Marstrand - Koön, Kungälvs kommun",172,6,630.0,8200000
1548,2017-04-25,Bergkristallvägen 3,"Kode, Kungälvs kommun",134,4,527.0,4500000
1549,2017-04-16,Tryggvasons gata 1,"Iskällan, Kungälvs kommun",175,7,785.0,6500000
1550,2017-04-16,Snäckvägen 19,"Ödsmåls mosse/Rörtången, Kungälvs kommun",107,4,1184.0,3600000
1551,2017-04-10,Sjöhåla 440,"Sjöhåla Torsby, Kungälvs kommun",142,4,1243.0,4250000
1552,2017-04-07,Fontinvägen 42,"Centrum, Kungälvs kommun",125,4,440.0,4600000
1553,2017-04-07,Solberga 510,"Solberga-Kode, Kungälvs kommun",156,5,1517.0,2990000
1554,2017-03-30,Helgonagatan 175,"Munkegärde, Kungälvs kommun",187,7,721.0,5150000
1555,2017-03-30,Gategården 257,"Bohuslän, Kungälvs kommun",126,5,776.0,4700000
1556,2017-03-24,Skårby Station 395,"Kungälv - Kareby, Kungälvs kommun",173,7,1922.0,5095000
1557,2017-03-24,"Västra Trädal 215, Villa Solbacka","Kärna Kållstorp, Kungälvs kommun",156,8,1234.0,4600000
1558,2017-03-17,Västerhöjdsvägen 36,"Kärna, Kungälvs kommun",107,5,258.0,4050000
1559,2017-03-16,Stenåldersgatan 12,"Ytterby Stället, Kungälvs kommun",111,4,357.0,4000000
1560,2017-03-16,Lievägen 224,"Ullstorp, Kungälvs kommun",122,5,304.0,4700000
1561,2017-03-15,Hövdingagatan 4,"Centrum, Kungälvs kommun",252,7,906.0,5325000
1562,2017-03-11,Havregången 9,"Kungälv, Kungälvs kommun",137,6,402.0,3700000
1563,2017-03-08,Hermansby 224,"Kärna, Kungälvs kommun",178,6,1494.0,5750000
1564,2017-03-07,Glose 380,"Kärna, Kungälvs kommun",138,5,1119.0,2900000
1565,2017-03-04,Dotorp 540,"Kärna, Kungälvs kommun",85,5,1214.0,3700000
1566,2017-03-03,Komministergatan 10,"Kungälv - Centrum, Kungälvs kommun",270,9,659.0,6550000
1567,2017-03-02,Vävra 800,"Hålta, Kungälvs kommun",166,9,6109.0,4460000
1568,2017-03-02,Arntorp 220,"Kareby, Kungälvs kommun",162,6,2125.0,4200000
1569,2017-02-24,Rishammar 110,"Kareby, Kungälvs kommun",159,6,1205.0,3550000
1570,2017-02-24,Timmervik 150,"Romelanda - Dösebacka, Kungälvs kommun",190,6,1345.0,3510000
1571,2017-02-22,Kållstorp 125,"Kode, Kungälvs kommun",70,4,12437.0,3250000
1572,2017-02-22,Munkegärdegatan 31,"Munkegärde, Kungälvs kommun",118,4,239.0,3870000
1573,2022-06-22,Halltorpsvägen 11,"Kode, Kungälvs kommun",120,4,1119.0,4800000
1574,2022-06-21,Duvesjön 351,"Romelanda, Kungälvs kommun",85,2,2418.0,1750000
1575,2022-06-21,Kärnavägen 50,"Bohuslän, Kungälvs kommun",85,2,525.0,3200000
1576,2022-06-21,Idrottsgatan 14,"Marstrand, Kungälvs kommun",114,60,592.0,7800000
1577,2022-06-20,Äslingsvägen 10,"Tjuvkil, Kungälvs kommun",118,4,1355.0,4150000
1578,2022-06-19,Solberg 450,"Bohuslän, Kungälvs kommun",158,6,5435.0,5250000
1579,2022-06-17,Almvägen 9,"Romelanda, Kungälvs kommun",139,6,803.0,5260000
1580,2022-06-17,Flateby 525,"Bohuslän, Kungälvs kommun",154,6,2814.0,6275000
1581,2022-06-16,Korpedalsvägen 9,"Aröd, Kungälvs kommun",47,4,1317.0,3350000
1582,2022-06-15,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",228,6,840.0,5600000
1583,2022-06-15,Åsleröd 130,"Bohuslän, Kungälvs kommun",155,4,1566.0,4700000
1584,2022-06-13,Rävo 131,"Bohuslän, Kungälvs kommun",140,5,3380.0,7450000
1585,2022-06-11,Situlagatan 4,"Ytterby - Stället, Kungälvs kommun",165,5,636.0,6620000
1586,2022-06-09,Duvesjön 373,"Duvesjön, Kungälvs kommun",158,5,1604.0,4900000
1587,2022-06-09,Odlingsgatan 78,"Ytterby, Kungälvs kommun",130,5,295.0,5600000
1588,2022-06-08,Östra gatan 29,"Kungälv, Kungälvs kommun",320,8,384.0,8300000
1589,2022-06-06,Duvesjön 369,"Kungälv -Duvesjön, Kungälvs kommun",320,8,1198.0,5050000
1590,2022-06-04,Tjuvkils huvud 918,"Tjuvkil, Kungälvs kommun",60,4,1376.0,5150000
1591,2022-06-03,Bergåsvägen 10B,"Ytterby, Kungälvs kommun",193,6,834.0,5700000
1592,2022-05-31,Lagvägen 29,"Ytterby, Kungälvs kommun",101,4,713.0,4700000
1593,2022-05-31,Lerskärsvägen 49,"Tjuvkil, Kungälvs kommun",189,6,1133.0,7100000
1594,2022-05-29,Sagagatan 6,"Centralt vid älven, Kungälvs kommun",325,6,768.0,8500000
1595,2022-05-27,Glose 120,"Glose, Kungälvs kommun",128,4,1418.0,3500000
1596,2022-05-26,Toreby 240,"Kärna, Kungälvs kommun",178,4,1245.0,3895000
1597,2022-05-26,Tronnum 370,"Kärna, Kungälvs kommun",201,5,2407.0,6360000
1598,2022-05-23,Ängsgatan 9,"Centrum, Kungälvs kommun",181,6,575.0,5700000
1599,2022-05-22,Storskiftegatan 35,"Övre Tega, Kungälvs kommun",95,3,255.0,4000000
1600,2022-05-20,Lerskärsvägen 36,"Tjuvkil, Kungälvs kommun",95,3,1156.0,3800000
1601,2022-05-17,Rörstigen 8,"Centralt vid älven, Kungälvs kommun",131,5,407.0,6200000
1602,2022-05-16,Bäckvägen 2,"Kungälv - Lökeberg, Kungälvs kommun",143,3,1050.0,6300000
1603,2022-05-16,Hagtornsvägen 1,"Diseröd, Kungälvs kommun",227,7,788.0,4650000
1604,2022-05-16,Ulvesund 403,"Ytterby, Kungälvs kommun",227,7,287.0,2400000
1605,2022-05-16,Glose 360,"Bohuslän, Kungälvs kommun",75,4,2280.0,3250000
1606,2022-05-15,Skålgropsgatan 16,"Ytterby, Kungälvs kommun",120,5,249.0,4800000
1607,2022-05-14,Fredrik Bagges gata 9,"Koön, Marstrand, Kungälvs kommun",135,6,979.0,9500000
1608,2022-05-13,Åsebyberg 870,"Åsebyberg, Kungälvs kommun",189,4,2667.0,4900000
1609,2022-05-12,Aspvägen 8,"Ytterby, Kungälvs kommun",220,5,602.0,6210000
1610,2022-05-11,Hällristningsgatan 12,"Ytterby, Kungälvs kommun",220,5,560.0,5275000
1611,2022-05-09,Klockarvägen 4,"Romelanda, Kungälvs kommun",154,6,561.0,5000000
1612,2022-05-08,Sjöhåla strandväg 36,"Kovikshamn, Kungälvs kommun",179,6,1720.0,6900000
1613,2022-05-06,Duvesjön 304,"Kungälv, Kungälvs kommun",124,4,1180.0,5600000
1614,2022-05-03,Holm 280,"Kärna, Kungälvs kommun",65,3,1893.0,3300000
1615,2022-04-29,Bräcke 220,"Kärna, Kungälvs kommun",120,6,1565.0,5250000
1616,2022-04-28,Sundhammarsvägen 790,"Kovikshamn/Sundhammar, Kungälvs kommun",78,3,1156.0,3625000
1617,2022-04-27,Vävra 433,"Hålta, Kungälvs kommun",198,6,1729.0,6275000
1618,2022-04-27,Grepvägen 393,"Ullstorp, Kungälvs kommun",148,5,477.0,7000000
1619,2022-04-27,Torsbyvägen 50,"Ytterby, Kungälvs kommun",150,4,4904.0,5550000
1620,2022-04-26,Dösebacka 150,"Romelanda, Kungälvs kommun",95,2,1600.0,4950000
1621,2022-04-25,Åsebyberg 855,"Åsebyberg, Kungälvs kommun",147,5,4105.0,5000000
1622,2022-04-25,Lingonvägen 16,"Centralt, Kungälvs kommun",134,5,381.0,5800000
1623,2020-11-11,Slottsgatan 11,"Marstrand - Koön, Kungälvs kommun",142,5,448.0,14000000
1624,2020-11-10,Duvesjön 359,"Diseröd, Kungälvs kommun",157,4,1091.0,4170000
1625,2020-11-09,Dalvägen 17,"Ödsmålsmosse, Kungälvs kommun",85,4,1036.0,2800000
1626,2020-11-04,Bergkristallvägen 25,"Kode, Kungälvs kommun",127,5,531.0,4700000
1627,2020-11-04,Guddeby 172,"Ytterby, Kungälvs kommun",143,6,1090.0,5275000
1628,2020-10-29,Kornhall 210,"Kornhall, Kungälvs kommun",132,5,570.0,4060000
1629,2020-10-26,Olserödsgatan 32,"Olseröd, Kungälvs kommun",118,6,274.0,3905000
1630,2020-10-26,Nolhagsvägen 22,"Aröd, Kungälvs kommun",173,5,3489.0,5000000
1631,2020-10-23,Solberga 510,"Solberga, Kungälvs kommun",156,4,1517.0,4195000
1632,2020-10-23,Grindbacken 17,"Grinden, Kungälvs kommun",211,6,958.0,8600000
1633,2020-10-22,Skårby station 453,"Kareby, Kungälvs kommun",129,5,950.0,3995000
1634,2020-10-19,Nämndemansvägen 25,"Ytterby, Kungälvs kommun",161,4,560.0,4850000
1635,2020-10-16,Harkeröd 380,"Hålta, Kungälvs kommun",121,4,1375.0,2995000
1636,2020-10-15,Briljantvägen 23,"Kode, Kungälvs kommun",149,6,445.0,4150000
1637,2020-10-13,Överås 110,"Ytterby, Kungälvs kommun",225,6,26600.0,6545000
1638,2020-10-13,Glose 660,"Kärna, Kungälvs kommun",81,3,1703.0,2900000
1639,2020-10-10,Klockarvägen 4,"Diseröd, Kungälvs kommun",154,6,561.0,3800000
1640,2020-10-09,Hagtornsvägen 7,"Diseröd, Kungälvs kommun",224,6,825.0,4500000
1641,2020-10-08,Stenåldersgatan 52,"Stället, Kungälvs kommun",117,4,345.0,4800000
1642,2020-10-07,Diamantvägen 36,"Kungälv - Kode, Kungälvs kommun",123,5,510.0,3775000
1643,2020-10-07,Hammar 350,"Kornhall, Kungälvs kommun",148,6,1143.0,4500000
1644,2020-10-01,Munkegärdegatan 21,"Munkegärde, Kungälvs kommun",118,4,179.0,4300000
1645,2020-09-30,Häljeröd 130,"Bohuslän, Kungälvs kommun",128,4,1267.0,3930000
1646,2020-09-29,Solbräcke 212,"Solbräcke, Kungälvs kommun",144,6,976.0,4995000
1647,2020-09-28,Korpvägen 265,"Ullstorp, Kungälvs kommun",151,6,401.0,5950000
1648,2020-09-28,Vallhjonsgatan 8,"Marstrand - Koön, Kungälvs kommun",162,6,748.0,8500000
1649,2020-09-26,Hallbjörtorp 370,"Kärna, Kungälvs kommun",60,2,1535.0,2900000
1650,2020-09-26,Rådmansgatan 4,"Kungälv - Centrum, Kungälvs kommun",231,6,678.0,6400000
1651,2020-09-25,Knaverstad-Ryr 590,"Aröd, Kungälvs kommun",80,3,1007.0,3100000
1652,2020-09-24,Häljeröd 390,"Diseröd, Kungälvs kommun",152,5,3700.0,4500000
1653,2020-09-24,Grenvägen 9,"Tjuvkil, Kungälvs kommun",58,3,1215.0,2530000
1654,2020-09-24,Solskiftegatan 29,"Ytterby, Kungälvs kommun",248,7,932.0,5700000
1655,2020-09-23,Hermelingatan 11,"Kungälv - Olseröd, Kungälvs kommun",151,5,548.0,5600000
1656,2020-09-22,Ställets bygata 160,"Ytterby - Stället, Kungälvs kommun",165,7,823.0,5900000
1657,2020-09-21,Västerhöjdsvägen 30,"Kärna, Kungälvs kommun",104,5,250.0,3760000
1658,2020-09-21,Havregången 11,"Centrum, Kungälvs kommun",192,4,588.0,4400000
1659,2020-09-20,Nereby 340,"Harestad, Kungälvs kommun",129,5,1344.0,2700000
1660,2020-09-18,Länsmansvägen 5,"Ytterby, Kungälvs kommun",244,5,573.0,4600000
1661,2020-09-17,Duvesjön 302,"Duvesjön, Kungälvs kommun",194,4,1506.0,5615000
1662,2020-09-16,Skårby station 455,"Bohuslän, Kungälvs kommun",194,4,800.0,3995000
1663,2020-09-16,Klövergången 6,"Centralt, Kungälvs kommun",120,5,402.0,3440000
1664,2020-09-15,Västerhöjdsvägen 40,"Kärna, Kungälvs kommun",115,4,274.0,4100000
1665,2020-09-13,Dösebacka 450,"Diseröd, Kungälvs kommun",144,5,4320.0,3520000
1666,2020-09-11,Duvesjön 362,"Diseröd, Kungälvs kommun",120,4,1024.0,4220000
1667,2020-09-11,Fjärdingsgatan 9,"Ytterby, Kungälvs kommun",188,5,1680.0,4650000
1668,2020-09-10,Havregången 9,"Kungälv, Kungälvs kommun",181,7,402.0,4415000
1669,2020-09-10,Stinneröd 160,"Romelanda, Kungälvs kommun",96,5,1815.0,3525000
1670,2020-09-09,Löstorp 180,"Kareby, Kungälvs kommun",48,20,84425.0,5500000
1671,2020-09-09,Trankärr 210,"Centralt, Kungälvs kommun",256,8,2855.0,6700000
1672,2020-09-09,Trankärr 230,"Centralt, Kungälvs kommun",186,6,2056.0,4795000
1673,2021-02-10,Guddeby 174,"Ytterby / Guddeby, Kungälvs kommun",143,6,1257.0,5475000
1674,2021-02-09,Gamla Trollhättevägen 6,"Centralt, Kungälvs kommun",380,8,1368.0,7600000
1675,2021-02-08,Lybeck 151,"Diseröd, Kungälvs kommun",157,4,1572.0,5120000
1676,2021-02-05,Furuvägen 8,"Diseröd, Kungälvs kommun",204,4,715.0,3100000
1677,2021-02-04,Barlinds Väg 4B,"Instön, Kungälvs kommun",105,4,,7900000
1678,2021-02-03,Settungsvägen 48,"Ullstorp, Kungälvs kommun",145,4,543.0,5935000
1679,2021-02-03,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",145,4,1085.0,3895000
1680,2021-01-31,Skårshöjd 6,"Kärna, Kungälvs kommun",107,3,909.0,4575000
1681,2021-01-29,Lyckevägen 5C,"Kärna, Kungälvs kommun",156,3,1060.0,4500000
1682,2021-01-28,Odlingsgatan 88,"Ytterby, Kungälvs kommun",130,5,464.0,5275000
1683,2021-01-28,Rishammarvägen 2,"Kareby, Kungälvs kommun",217,8,2086.0,6770000
1684,2021-01-28,Lerlycke 210,"Kärna, Kungälvs kommun",148,5,925.0,4030000
1685,2021-01-27,Näckrosvägen 7A,"Kärna, Kungälvs kommun",140,5,1321.0,6650000
1686,2021-01-27,Lilla Fjellsholmen 11,"Lilla Fjellsholmen, Kungälvs kommun",103,5,414.0,8700000
1687,2021-01-26,Åsebyberg 655,"Åsebyberg, Kungälvs kommun",35,2,2854.0,2700000
1688,2021-01-24,Håkons gata 2,"Centrum, Kungälvs kommun",248,6,1006.0,5350000
1689,2021-01-23,Beryllvägen 11,"Kode, Kungälvs kommun",123,5,350.0,3650000
1690,2021-01-22,Glöskär 390,"Kärna, Kungälvs kommun",170,5,2171.0,5100000
1691,2021-01-21,Täljstensgatan 4,"Ytterby, Kungälvs kommun",82,3,478.0,3600000
1692,2021-01-19,Glose 650,"Bohuslän, Kungälvs kommun",82,3,3702.0,2950000
1693,2021-01-18,Bärtas väg 10,"Ödsmålsmosse, Kungälvs kommun",30,2,1525.0,1600000
1694,2021-01-13,Kantorvägen 3,"Bohuslän, Kungälvs kommun",179,5,761.0,4625000
1695,2021-01-12,Holm 160,"Kärna, Kungälvs kommun",251,5,3125.0,4525000
1696,2021-01-11,Högsberg 355,"Kode, Kungälvs kommun",98,4,1797.0,3825000
1697,2021-01-07,Skårby station 215,"Kareby, Kungälvs kommun",183,5,1498.0,3700000
1698,2020-12-23,Signehög 240,"Signehög, Kungälvs kommun",198,3,,2500000
1699,2020-12-21,Munkegärdegatan 253,"Kungälv Munkegärde, Kungälvs kommun",244,8,899.0,6060000
1700,2020-12-18,Klintegatan 21,"Kungälv, Kungälvs kommun",90,3,672.0,3800000
1701,2020-12-16,Prästvägen 788,"Bohuslän, Kungälvs kommun",175,8,1456.0,6150000
1702,2020-12-12,Almvägen 19,"Bohuslän, Kungälvs kommun",162,4,801.0,5325000
1703,2020-12-09,Oxelvägen 80,"Diseröd, Kungälvs kommun",159,7,751.0,5475000
1704,2020-12-08,Byvägen 42,"Kode, Kungälvs kommun",159,7,1521.0,1750000
1705,2020-12-04,Källeröd 193,"Kareby, Kungälvs kommun",126,6,1163.0,4495000
1706,2020-12-02,Ulvesund 415,"Ytterby, Kungälvs kommun",48,3,791.0,2060000
1707,2020-12-02,Bollestad 130,"Kareby, Kungälvs kommun",200,6,1554.0,3975000
1708,2020-12-01,Klockarvägen 6,"Bohuslän, Kungälvs kommun",137,5,561.0,4450000
1709,2020-12-01,Västerhöjdsvägen 36,"Kärna, Kungälvs kommun",107,4,258.0,4425000
1710,2020-11-30,Sjöstigen 7,"Kungälv, Kungälvs kommun",115,5,289.0,3400000
1711,2020-11-30,Alekärr 125,"Romelanda, Kungälvs kommun",120,4,1950.0,5600000
1712,2020-11-30,Rörmossevägen 170,"Kungälv, Kungälvs kommun",214,8,2864.0,4950000
1713,2020-11-29,Kroken 210,"Bohuslän, Kungälvs kommun",178,6,1447.0,5500000
1714,2020-11-28,Mellan-Restad 355,"Bohuslän, Kungälvs kommun",85,4,851.0,4160000
1715,2020-11-24,Lönnvägen 1,"Ytterby, Kungälvs kommun",137,6,630.0,4800000
1716,2020-11-24,Hammarberg 900,"Kode, Kungälvs kommun",75,4,1106.0,2575000
1717,2020-11-23,Brunnefjällsvägen 27,"Vedhall, Kungälvs kommun",60,4,1571.0,2300000
1718,2020-11-22,Onyxvägen 5,"Kode, Kungälvs kommun",155,5,532.0,5100000
1719,2020-11-20,Olgas väg 1C,"Timmervik, Kungälvs kommun",140,5,1342.0,5525000
1720,2020-11-19,Ametistvägen 1,"Kode, Kungälvs kommun",190,5,936.0,4135000
1721,2020-11-18,Ställets bygata 98,"Ytterby - Stället, Kungälvs kommun",163,6,632.0,5850000
1722,2020-11-13,Barlinds väg 23,"Marstrand - Instön, Kungälvs kommun",119,5,1340.0,7000000
1723,2022-09-29,Norrmannebo 110,"Romelanda, Kungälvs kommun",99,3,1720.0,2100000
1724,2022-09-29,Heden 220,"Bohuslän, Kungälvs kommun",200,5,3342.0,4750000
1725,2022-09-28,Gustavsbergsvägen 16,"Ytterby, Kungälvs kommun",196,4,1244.0,5100000
