country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
India,2525,India,2019,6.251538841,86.51399491,6.655109195,19.369,1.921790091,11.29339981,11.46362019,21.179,41.82268012,11.65394974,17.701,5.23,7.228794054,53.83470565,13.48600509,36.87573,0.852,24.80447006,73.245,0.645,6650.054097,1376257.714,1383112.05,714325.058,668786.993,465.1946,106.8091,26.9288,14302.173,10.339,13708.673,0.991,69.9442,23583.089,1086.377,17.049,2.109,0.9596,27.875,108.2,9280.916,5002.481,4278.435,6.71,23005.022,-593.495,-0.429,77,8.802380268504029
Indonesia,2469,Indonesia,1995,3.891157404,88.6,4.586630762,9.342481203141885,1.150346314,10.51550961,10.06046009,50.621,20.9180491,9.592920303,63.742,4.38,5.219321877,31.5525856,11.4,23.534640941791974,0.876,13.165049640478747,83.299,0.569,5737.73195,196527.503,198140.162,99551.03,98589.133,103.6878,100.9757,22.216,3226.975,16.286,3225.318,1.628,42.5766,4714.197,655.638,23.791,2.7983,1.233,28.109,106.5,1487.222,785.387,701.835,7.505,4522.202,-1.651,-0.008,78,8.654819280566901
Indonesia,2478,Indonesia,2004,6.467744917,88.72727273,7.047393918,10.89139716124141,1.542390476,11.22402954,11.06958961,47.19,33.66757345,10.91154957,48.246,4.01,7.409691274,44.15936279,11.27272727,22.192265502842496,0.893,13.875601959833068,84.292,0.619,6132.296838,224554.193,225938.594,113702.084,112236.51,118.2348,101.3058,24.9432,2871.466,12.706,2768.803,1.225,56.5834,4678.356,501.741,20.701,2.4178,1.072,28.355,106.2,1806.89,937.682,869.208,7.995,4532.125,-102.669,-0.454,78,8.721324646843557
Indonesia,2484,Indonesia,2010,6.879184961,81.96428571,7.41217494,12.697112206552216,1.868765758,12.29712009,12.33273029,50.923,38.63811493,12.37477016,45.847,5.21,7.972039938,48.36991119,18.03571429,20.92645685,0.918,14.624504654790032,82.255,0.664,8058.514219,242498.526,244016.173,122882.663,121133.51,127.6949,101.444,26.6992,3112.311,12.752,3035.294,1.244,55.7192,4919.751,477.204,20.158,2.452,1.1248,28.393,106.0,1807.44,949.555,857.885,7.406,4800.37,-77.01,-0.316,78,8.994484478433513
Indonesia,2485,Indonesia,2011,7.002989769,81.78571429,7.514760017,14.802201774395828,2.059278165,12.57013988,12.59058952,50.937,39.85382843,12.61985016,45.537,5.61,8.037679672,49.20933151,18.21428571,19.64056516,0.921,15.413827595883873,82.893,0.671,8430.620607,245533.82,247099.697,124451.334,122648.363,129.3085,101.47,26.9746,3185.803,12.889,3131.754,1.267,54.7077,5028.613,477.178,20.345,2.4989,1.1474,28.492,106.0,1842.81,966.754,876.055,7.456,4910.727,-54.051,-0.219,78,9.039625667147376
Indonesia,2490,Indonesia,2016,7.568480015,82.88288288,7.976150036,17.2563,2.144264261,13.29878044,13.35651016,50.909,40.23054886,13.41810989,36.615,6.34,8.391269684,47.78244019,17.11711712,16.15374573,0.933,16.24575237,81.7,0.699,10197.40112,260496.436,261850.182,131909.809,129940.374,137.0275,101.5156,28.2459,2746.143,10.488,2707.492,1.034,67.0355,4717.655,393.525,18.017,2.3086,1.0694,28.717,105.9,1971.512,1041.29,930.222,7.529,4624.733,-38.653,-0.148,78,9.229888174650464
Indonesia,2493,Indonesia,2019,7.982725143,82.60869565,8.359274864,20.11727,2.440988872,13.67382635,13.74889386,53.925,48.92371941,13.83131392,34.867,6.77,8.742210388,56.63342476,17.39130435,17.25001669,0.939,17.12257831,82.468,0.716,11453.54855,268339.908,269582.878,135798.442,133784.436,141.0741,101.5054,29.0174,2526.498,9.371,2485.94,0.922,75.1787,4558.836,373.123,16.91,2.2148,1.0308,28.612,106.0,2032.338,1079.578,952.76,7.539,4478.366,-40.567,-0.15,78,9.34605487799859
Iran (Islamic Republic of),2562,Iran (Islamic Republic of),1992,5.196678218,95.11278195,6.304263819,,3.860725953,12.61403188,10.35805479,10.142,30.30358386,9.882294248,69.624,7.67,7.280134237,45.95379816,4.887218045,,0.74,,79.572,0.627,9575.856149,58803.924,59372.016,30246.675,29125.341,36.4525,103.85,17.7905,1339.59,22.534,1136.184,1.914,36.2146,1697.133,194.466,28.549,4.0818,1.8545,30.092,103.3,357.543,201.006,156.536,6.015,1638.839,-203.4,-3.422,79,9.167000225090725
Iran (Islamic Republic of),2567,Iran (Islamic Republic of),1997,6.795656131,95.11278195,7.674992449,,4.229668974,12.27097587,11.12385988,11.333,41.04745604,10.50327538,39.719,7.77,8.432675364,54.4602891,4.887218045,,0.783,,74.26,0.662,9576.532898,62007.884,62480.532,31746.786,30733.747,38.361,103.2962,18.9677,747.165,11.981,945.297,1.513,45.8128,1081.225,144.552,17.338,2.3328,1.0723,28.684,104.0,334.06,192.185,141.876,5.357,1049.669,198.135,3.177,79,9.167070895021105
Iran (Islamic Republic of),2568,Iran (Islamic Republic of),1998,7.150984556,95.11278195,7.936083617,,4.775593747,12.20349247,11.2939198,12.114,43.76385215,10.63207781,38.016,7.98,8.616377334,56.0420746,4.887218045,,0.794,,74.061,0.669,9667.874268,62953.181,63461.421,32223.035,31238.387,38.9633,103.152,19.5182,727.486,11.491,1016.48,1.602,43.2676,1063.733,147.617,16.802,2.1969,1.0132,28.637,104.0,336.247,192.127,144.12,5.311,1033.885,288.994,4.565,79,9.176563736773977
Iran (Islamic Republic of),2575,Iran (Islamic Republic of),2005,9.134901597,95.86206897,9.559744316,,6.643976585,11.68163967,11.53783035,18.645,60.17840867,11.38751984,33.331,9.29,9.914873451,70.1023902,4.137931034,,0.868,,71.344,0.717,11981.71511,69627.419,70182.594,35630.982,34551.612,43.0899,103.1239,23.586,786.362,11.229,1110.349,1.582,43.8146,1134.38,146.465,16.199,1.775,0.8306,28.95,104.7,348.018,198.077,149.94,4.97,1112.094,323.987,4.626,79,9.391137025863124
Iran (Islamic Republic of),2577,Iran (Islamic Republic of),2007,9.397729874,95.86206897,9.630650043,,7.186498912,11.98542023,12.01554012,17.019,60.27154541,12.04580021,34.106,12.28,9.821559906,67.13075638,4.137931034,,0.877,,69.679,0.733,13365.68311,71813.751,72319.418,36750.402,35569.016,44.4018,103.3214,24.7497,871.508,12.059,1011.335,1.398,49.5813,1221.115,144.116,16.897,1.7678,0.8305,28.87,104.9,349.607,201.154,148.453,4.838,1200.067,139.826,1.935,79,9.500445739126187
Iran (Islamic Republic of),2587,Iran (Islamic Republic of),2017,10.36984309,94.11764706,10.42034294,19.71428189,8.828831259,15.04388046,14.81373024,17.351,68.73784997,14.57489967,39.664,10.96,10.46620208,73.33102103,5.882352941,4.984428444,0.888,11.33171269,69.765,0.789,14562.92467,83913.271,84505.076,42789.954,41715.123,51.8834,102.5766,29.8251,1175.908,13.916,1183.611,1.401,49.4752,1572.333,108.383,18.608,2.074,0.9831,28.829,105.8,396.425,231.699,164.727,4.692,1555.542,7.709,0.091,79,9.586234171771268
Iraq,2599,Iraq,1997,3.808454401,93.6,4.957213231,33.35265596575341,3.175408243,10.0258,8.824444,8.643,21.0168501,7.5563,65.043,7.03,5.955381682,37.16010002,6.4,33.447530366693584,0.689,24.59215946954138,76.331,0.558,5366.795481,21980.806,22330.77,11076.608,11254.162,51.4382,98.4223,16.7568,684.506,30.653,699.928,3.135,22.11,834.525,77.353,37.371,5.2436,2.3501,30.634,105.6,150.019,78.987,71.032,6.718,807.692,15.429,0.691,80,8.587986264687192
Iraq,2606,Iraq,2004,5.210547805,92.4,6.232175997,26.188983382608733,4.318450239,11.4935503,10.15952969,10.942,27.05016227,8.752079964,70.417,8.98,7.090214963,43.27023802,7.6,32.48103484669901,0.769,23.554836557239536,73.005,0.602,7062.580562,27435.795,27858.948,13872.76,13986.188,64.1722,99.189,17.3689,776.37,27.893,846.306,3.038,22.8159,962.517,101.39,34.581,4.5747,2.082,29.575,105.9,186.147,110.837,75.31,6.688,935.167,69.948,2.513,80,8.862565782398487
Iraq,2608,Iraq,2006,5.55258097,74.54545455,6.526229371,20.563965020321085,3.569092737,11.62403707,10.41357063,11.69,28.51083557,9.134426545,77.653,5.8,7.335530418,44.51018821,25.45454545,31.54246705649281,0.798,22.561269006304762,71.994,0.604,7376.304498,29115.268,28905.607,14384.444,14521.162,66.5831,99.0585,17.5342,784.868,26.592,-419.322,-1.451,12.049129882154954,997.787,119.704,33.806,4.4358,2.0181,29.361,105.8,212.919,131.904,81.016,7.214,970.483,-1204.18,-40.799,80,8.906028046651151
Iraq,2614,Iraq,2012,6.78001914,74.76923077,7.513722047,16.14712,4.791933123,12.04109427,11.17797675,11.716,35.20909765,10.26070478,85.9,6.11,8.109371038,48.32879586,25.23076923,30.63102,0.802,21.60961117,70.324,0.66,9860.994781,32993.518,33864.447,16870.903,16993.544,78.0057,99.2783,18.1685,974.4,29.098,1741.858,5.145,13.4722,1158.752,153.122,34.603,4.4773,2.0576,28.857,105.8,184.352,98.594,85.758,5.505,1131.351,767.449,22.918,80,9.19634233307552
Iraq,2615,Iraq,2013,7.083240032,74.76923077,7.770470142,16.14712,4.936416237,12.13193453,11.3072805,12.608,37.43667984,10.43111656,83.891,7.1,8.324769974,49.53216934,25.23076923,30.63102,0.81,21.51592093,71.336,0.667,10104.78849,34735.376,35481.8,17688.677,17793.123,81.7312,99.413,18.2828,1001.256,28.413,1492.847,4.208,16.4721,1191.996,156.35,33.826,4.3784,2.0148,28.839,105.8,190.74,101.885,88.856,5.413,1164.407,491.588,13.95,80,9.220764698396493
Iraq,2619,Iraq,2017,7.192900662,74.69512195,7.860422708,16.14712,5.637481283,12.4952956,11.8244955,11.193,40.47294001,11.11276369,68.118,7.11,8.392243236,51.73970837,25.30487805,30.63102,0.81,20.87256652,72.501,0.685,10445.36711,39145.014,39621.162,19794.794,19826.367,91.2661,99.8408,18.9127,962.191,24.286,952.295,2.404,28.8331,1145.887,139.58,28.923,3.7304,1.7404,28.837,105.7,183.696,101.697,81.999,4.637,1122.401,-9.899,-0.25,80,9.253913820333294
Iraq,2622,Iraq,2020,7.248047674,73.556231,7.905593489,12.67895,5.241572172,12.67899669,12.08747317,11.066,42.03605395,11.4617644,63.664,11.87,8.426082131,52.86165844,26.443769,29.74591,0.802,18.94589869,71.54,0.679,9663.007644,42042.951,42556.984,21297.577,21259.406,98.0287,100.1796,19.5796,956.519,22.493,1028.065,2.416,28.6899,1179.335,137.281,27.732,3.5512,1.659,28.837,105.7,222.816,116.31,106.506,5.239,1157.092,71.539,1.682,80,9.176060229057674
Ireland,2531,Ireland,1993,7.829962611,86.28318584,7.723242402,,9.505569745,12.9572897,13.04246044,40.563,61.10257374,13.13236046,15.454,33.35,7.525071144,55.7074818,13.71681416,,0.961,,71.625,0.76,24939.27091,3538.972,3545.7,1762.613,1783.087,51.8627,98.8518,29.2502,16.647,4.694,13.456,0.38,36.180021909402846,48.546,2.514,13.688,1.9003,0.909,30.078,106.4,31.899,16.878,15.021,8.994,48.293,-3.195,-0.901,81,10.124198985045686
Ireland,2538,Ireland,2000,9.51291126,86.28318584,9.401850998,,11.96068413,15.9425602,16.4296093,50.081,69.62140709,16.93868065,19.615,49.45,8.899805546,63.54540535,13.71681416,,0.984,,75.362,0.847,40412.06014,3741.93,3768.95,1872.635,1896.315,55.1282,98.7512,31.4714,22.809,6.077,54.041,1.434,48.3366,53.905,3.127,14.361,1.8933,0.9072,30.447,105.9,31.096,15.995,15.101,8.284,53.616,31.23,8.32,81,10.606883537718346
Ireland,2541,Ireland,2003,10.23417497,85.84070796,10.12125468,,11.47797178,16.38285065,16.98218918,51.749,74.34305642,17.60222054,18.854,52.88,9.488977432,67.68382899,14.15929204,,0.989,,74.068,0.873,44000.67657,3926.45,3958.705,1966.777,1991.928,57.9037,98.7374,32.1067,31.748,8.052,64.51,1.63,42.5244,60.554,2.776,15.357,1.9567,0.9422,30.8,105.4,28.806,14.713,14.093,7.305,60.273,32.763,8.309,81,10.691960289373089
Ireland,2542,Ireland,2004,10.4745962,85.84070796,10.36105591,,11.37612644,17.05347061,17.24028015,51.96,75.91693953,17.43943024,17.568,53.0,9.685368061,69.06330353,14.15929204,,0.98,,74.39,0.881,44733.47692,3990.96,4031.954,2006.403,2025.552,58.9752,99.0547,32.3265,32.453,8.1,81.989,2.034,34.078,60.793,2.529,15.172,1.9263,0.9268,30.957,105.5,28.34,14.603,13.737,7.072,60.549,49.526,12.36,81,10.708477424682522
Ireland,2546,Ireland,2008,11.36367321,84.51327434,11.24341647,,10.7264658,17.12779045,17.26186943,56.849,78.97101593,17.39962959,16.533,47.28,10.66097991,74.33651225,15.48672566,,0.98,,75.245,0.899,45256.81995,4419.537,4452.392,2221.4,2230.992,65.1249,99.57,32.4917,46.355,10.431,65.711,1.476,46.9612,74.341,2.348,16.728,2.057,0.994,31.327,104.9,27.986,14.296,13.69,6.297,74.092,19.349,4.354,81,10.720108654898459
Ireland,2547,Ireland,2009,11.53148651,83.92857143,11.40637334,,9.384711706,16.89822006,17.03665924,56.119,80.2793045,17.18153,15.939,38.01,11.04741987,77.43122609,16.07142857,,0.979,,72.272,0.895,41347.50221,4485.248,4499.792,2239.184,2260.608,65.8182,99.0523,32.8414,47.65,10.565,29.089,0.646,107.2983,75.693,2.249,16.783,2.0638,0.9974,31.364,105.0,28.043,14.561,13.482,6.218,75.477,-18.556,-4.114,81,10.62976729258137
Israel,2664,Israel,1998,9.625327043,92.5,10.45080884,26.01021858088561,9.827534143,14.52043502,14.86066024,51.335,91.69424243,15.20088545,18.02,29.28,12.07176158,91.98804952,7.5,8.683788690574962,0.937,12.66731732406719,70.127,0.833,27012.95968,5806.468,5869.504,2890.266,2979.238,271.1964,97.0136,26.4019,91.287,15.59,126.072,2.148,32.2694,127.866,4.576,21.837,2.9777,1.4288,29.476,105.7,36.579,18.753,17.826,6.247,127.11,34.794,5.942,82,10.20407201797715
Israel,2669,Israel,2003,9.918822809,85.0,10.72913794,25.267505323763526,9.94122045,15.78437996,16.09560013,54.187,94.76419751,16.41711044,16.288,25.73,12.29386554,94.26632084,15.0,8.141394741487918,0.943,12.293478193196284,67.979,0.855,27023.12376,6415.701,6475.914,3194.975,3280.939,299.2152,97.3799,27.3066,102.809,15.888,120.425,1.86,37.266,141.218,4.385,21.824,2.9409,1.4166,29.793,105.3,38.409,19.347,19.062,5.936,140.509,17.619,2.723,82,10.20444821401035
Israel,2678,Israel,2012,12.65892982,80.0,12.68892002,24.546,9.820757898,15.59175014,16.09416008,58.12,84.83927155,16.61894035,11.518,25.07,12.72122002,87.57515717,20.0,7.632879,0.971,11.93067184,69.32,0.898,33231.73289,7525.222,7592.106,3763.037,3829.069,350.7881,98.2755,28.6089,123.865,16.323,133.768,1.762,39.3387,165.412,3.279,21.798,3.0485,1.4744,30.39,105.2,41.547,20.515,21.032,5.475,164.902,9.909,1.306,82,10.411260508348878
Israel,2680,Israel,2014,12.91329002,77.5,12.91596985,22.984,7.684003477,15.68659973,16.16893005,59.197,87.39115906,16.67407036,9.919,26.0,12.91884995,90.37660217,22.5,6.736993,0.974,11.03127351,69.459,0.908,35876.7937,7794.362,7863.846,3903.852,3959.995,363.3436,98.5822,28.7864,128.138,16.303,138.969,1.767,39.2273,169.911,2.948,21.618,3.0838,1.4883,30.48,105.8,41.773,20.829,20.944,5.315,169.442,10.836,1.379,82,10.487845950418306
Israel,2681,Israel,2015,12.96249962,73.33333333,12.9602499,22.984,7.893085032,15.65555954,16.17112923,59.113,87.88558197,16.71203041,9.937,28.57,12.95781994,90.57187653,26.66666667,6.604792,0.977,10.98914469,69.291,0.909,36704.39549,7933.331,8007.778,3978.207,4029.571,369.9939,98.7253,28.8387,136.842,17.093,148.894,1.859,37.286,180.293,3.021,22.521,3.2484,1.5677,30.467,105.8,43.451,21.956,21.495,5.428,179.79,12.049,1.505,82,10.510651794990924
Israel,2686,Israel,2020,13.38325237,72.5,13.3448664,23.134,6.510389017,15.40869045,16.05088997,58.196,91.55364866,16.72323036,7.58,30.76,13.30354585,93.70608839,27.5,6.272,0.993,10.88659536,65.504,0.917,39015.07545,8685.594,8757.49,4364.252,4393.238,404.6338,99.3402,28.9923,127.216,14.546,143.791,1.642,42.2136,175.353,2.536,20.05,3.0266,1.465,30.687,105.4,48.137,24.853,23.284,5.504,174.879,16.569,1.894,82,10.57170340042058
Italy,2699,Italy,2001,8.507749557,90.85173502,8.841150284,14.584624218851392,8.273840593,15.12427998,15.37252045,36.237,59.28406906,15.62792969,7.043,22.09,9.211500168,70.1125412,9.148264984,19.57730024817744,0.958,11.825905523417221,61.429,0.849,43809.33485,56982.062,56994.992,27573.923,29421.07,192.5669,93.7217,39.5796,-21.23,-0.372,25.861,0.045,,534.309,10.224,9.379,1.2509,0.6014,30.483,105.8,555.539,278.35,277.188,9.751,532.179,47.084,0.826,83,10.687602198085976
Italy,2706,Italy,2008,9.358550072,79.83193277,9.650380135,15.669846687943085,8.127726725,15.97224998,16.43112946,38.681,66.98091125,16.90970993,7.188,19.5,9.970140457,77.29670715,20.16806723,17.13549911284237,0.965,11.72262652984961,60.406,0.878,43633.27169,59018.709,59224.228,28683.24,30540.988,200.0988,93.9172,41.7962,-2.316,-0.039,411.039,0.694,99.8771,574.526,10.225,9.734,1.4413,0.6955,31.052,105.7,576.842,280.944,295.898,9.773,572.882,413.349,7.003,83,10.683575250471053
Italy,2707,Italy,2009,9.443360329,79.72689076,9.732089996,16.8358191160155,7.186099462,15.97786045,16.46048927,38.25,68.02658081,16.96335983,7.051,16.71,10.04860973,78.12600708,20.27310924,14.998254413223135,0.964,11.620249501082174,59.601,0.878,42078.36692,59429.748,59562.841,28840.682,30722.159,201.2428,93.8758,42.1221,-13.947,-0.235,266.186,0.447,,569.93,10.027,9.591,1.4459,0.6964,31.121,106.0,583.877,283.425,300.451,9.826,568.252,280.126,4.714,83,10.647289037723144
Italy,2708,Italy,2010,9.544340134,79.72689076,9.82297039,18.08855,7.351909253,16.00527954,16.47192001,38.191,69.11598206,16.95820999,6.867,16.94,10.12884998,78.98516846,20.27310924,13.12758,0.971,11.51876656,59.113,0.882,42150.60535,59695.934,59822.45,28956.139,30866.311,202.1199,93.8115,42.4743,-17.012,-0.285,253.032,0.423,,563.147,9.706,9.435,1.4503,0.6989,31.231,106.0,580.159,281.887,298.272,9.72,561.615,270.043,4.524,83,10.649004325129956
Italy,2709,Italy,2011,9.641880035,79.41176471,9.897959709,19.82056,7.120055025,16.21602058,16.70663071,38.408,70.23312378,17.22347069,6.653,16.49,10.17940998,79.7507782,20.58823529,11.67765,0.969,11.59185284,58.732,0.885,42043.25452,59948.966,60025.952,29048.456,30977.496,202.8075,93.7728,42.8406,-41.284,-0.689,153.971,0.257,,548.485,9.327,9.153,1.434,0.6916,31.32,105.9,589.769,285.222,304.547,9.842,547.038,195.257,3.258,83,10.64645423683752
Italy,2717,Italy,2019,10.506036,64.73684211,10.65328026,20.87235,5.611424924,15.90188026,16.22678947,41.258,77.77062988,16.5740509,3.878,11.85,10.81437378,85.46768188,35.26315789,10.05442,0.969,11.23884003,59.157,0.897,43121.80118,59815.966,59727.932,29090.258,30637.674,201.8006,94.9493,45.9943,-197.682,-3.311,-176.068,-0.295,,418.113,5.36,7.002,1.2647,0.6105,32.002,105.9,615.795,293.835,321.96,10.313,417.263,21.615,0.362,83,10.671783976046289
Italy,2718,Italy,2020,10.60560989,64.73684211,10.7401104,20.87235,5.02491109,15.90188026,16.22678947,39.84,78.6272583,16.5740509,3.881,11.85,10.8870697,86.09230804,35.26315789,10.05442,0.97,11.21533625,57.8,0.889,39900.63273,59639.898,59500.579,28987.916,30512.662,201.0324,95.0029,46.4191,-306.66,-5.155,-278.639,-0.468,,410.093,5.361,6.894,1.2607,0.6088,31.983,105.9,716.753,347.816,368.938,12.049,409.281,28.021,0.471,83,10.594147460646957
Jamaica,2721,Jamaica,1991,6.854249954,87.65432099,6.766069889,,3.177506647,10.804326913556633,11.26696968,61.763,34.49206924,12.023755632902546,105.007,8.58,6.670030117,30.50555992,12.34567901,,0.9804985442513309,,76.453,0.662,8467.927768,2401.179,2411.867,1184.934,1226.934,222.7024,96.5768,20.7284,45.388,18.721,21.376,0.886,78.2333,62.297,13.407,25.695,2.9056,1.37,26.599,104.1,16.909,7.889,9.021,6.974,60.942,-24.007,-9.902,84,9.0440411022231
Jamaica,2732,Jamaica,2002,7.964639664,83.95061728,7.68641808,,3.78878101,11.21679974,11.77513027,53.15,51.06813107,12.33115959,70.518,11.57,7.389562082,44.83224649,16.04938272,,0.983,,71.994,0.677,9023.370791,2631.841,2638.244,1307.198,1331.046,243.6051,98.2083,22.6103,31.239,11.799,12.805,0.485,,49.267,10.033,18.609,2.1494,1.0223,27.128,104.0,18.028,9.268,8.76,6.81,48.489,-18.427,-6.96,84,9.107573245132212
Jamaica,2734,Jamaica,2004,8.166528702,86.41975309,7.853754115,,3.880419007,11.52570135,12.29020023,55.273,54.08196049,12.49154279,68.767,11.16,7.520386076,47.4370986,13.58024691,,0.989,,73.664,0.687,9366.114041,2657.408,2664.024,1320.251,1343.774,245.9856,98.2494,23.1992,31.496,11.781,13.233,0.497,,49.549,9.856,18.534,2.1268,1.0131,27.102,104.0,18.053,9.589,8.465,6.753,48.8,-18.261,-6.831,84,9.144853565731713
Jamaica,2737,Jamaica,2007,8.469362259,86.41975309,8.104758167,,3.883063058,11.98905377,12.56105456,57.014,58.60270462,12.7321176,59.595,10.91,7.716622066,51.34437675,13.58024691,,0.984,,73.519,0.697,9709.069035,2696.236,2701.221,1338.676,1362.545,249.4202,98.2482,24.2167,27.552,10.172,9.97,0.369,,45.162,8.437,16.673,1.9075,0.9097,27.337,104.0,17.61,9.142,8.468,6.501,44.514,-17.588,-6.493,84,9.180815679757885
Jamaica,2740,Jamaica,2010,8.772195816,86.41975309,8.355762219,,2.731688051,12.45240619,12.76708589,54.696,63.12344875,12.9726924,52.838,8.64,7.912858057,55.25165491,13.58024691,,0.983,,70.262,0.704,9089.00397,2728.263,2733.896,1355.508,1378.388,252.4373,98.3402,25.4473,25.51,9.31,11.266,0.412,,42.004,7.565,15.329,1.7422,0.8316,27.459,104.2,16.494,8.575,7.919,6.019,41.439,-14.244,-5.198,84,9.114820606910401
Jamaica,2748,Jamaica,2018,9.63130211,80.95238095,9.062015112,31.96616,2.739086569,13.02917321,13.332418,57.916,73.83954626,13.6356628,35.232,9.56,8.45977469,65.72720403,19.04761905,6.51579,0.993,15.92864997,70.349,0.716,9365.908524,2810.597,2811.835,1396.014,1415.821,259.6339,98.6011,29.3101,13.807,4.902,2.476,0.088,,34.423,4.141,12.22,1.388,0.6652,27.806,104.0,20.616,10.951,9.666,7.318,34.057,-11.329,-4.022,84,9.144831622879648
Japan,2785,Japan,1991,11.38412676,92.28723404,11.68477979,,9.362795443,13.29532052,13.05280018,50.674,64.974,12.81027984,3.779,23.55,12.00981183,69.434,7.712765957,,0.952,,77.56,0.849,36649.80697,123879.07,124073.993,61022.12,63051.872,329.2624,96.7808,37.358,358.726,2.892,389.846,0.314,,1234.97,18.209,9.954,1.5267,0.734,28.986,105.7,876.244,471.619,404.625,7.062,1230.225,31.126,0.251,85,10.50916344045236
Japan,2786,Japan,1992,11.42750378,92.28723404,11.72925978,,9.410228157,13.24739502,13.0659399,50.716,66.538,12.88448478,3.989,22.8,12.05588331,70.688,7.712765957,,0.954,,77.925,0.85,36898.38045,124268.916,124444.693,61182.546,63262.147,330.2462,96.7127,37.7802,317.488,2.551,351.554,0.282,,1223.169,18.8,9.83,1.4981,0.7195,29.073,105.9,905.681,487.956,417.725,7.279,1218.431,34.064,0.274,85,10.515922938821511
Japan,2787,Japan,1993,11.47088079,92.28723404,11.77373977,,9.325937832,13.61655879,13.46142483,50.282,68.102,13.30629087,4.036,23.0,12.10195479,71.942,7.712765957,,0.943,,77.972,0.855,36606.24443,124620.47,124779.576,61323.898,63455.679,331.1349,96.6405,38.1824,278.979,2.236,318.213,0.255,,1208.692,18.351,9.688,1.4638,0.7043,29.176,105.6,929.713,499.792,429.921,7.452,1204.218,39.228,0.314,85,10.507974117678271
Japan,2791,Japan,1997,11.64438887,92.28723404,11.95165973,,9.809711884,14.1437734,14.02762,50.387,73.63,13.89565341,4.335,22.85,12.28624072,76.378,7.712765957,,0.947,,77.68,0.871,38270.54519,125884.363,126027.985,61827.494,64200.49,334.4479,96.3038,39.6851,240.761,1.911,287.243,0.228,,1210.386,16.69,9.606,1.3909,0.671,29.538,105.3,969.625,522.986,446.639,7.695,1206.574,46.477,0.369,85,10.552435824202782
Japan,2793,Japan,1999,11.7311429,91.22340426,12.04061971,,9.751431895,14.26210022,14.1330204,49.595,76.03,14.00164032,4.881,21.81,12.37838368,78.306,8.776595745,,0.958,,76.892,0.872,37533.8899,126445.174,126555.063,62019.868,64535.196,335.8466,96.1024,40.362,146.863,1.161,219.778,0.174,,1191.573,17.699,9.418,1.344,0.6476,29.625,105.6,1044.71,562.542,482.169,8.257,1188.122,72.925,0.576,85,10.532999534506478
Japan,2794,Japan,2000,11.77451992,89.3442623,12.0850997,,9.914783686,14.32145962,14.19752626,49.211,77.23,14.07129971,5.426,22.25,12.42445517,79.27,10.6557377,,0.958,,76.363,0.877,38375.43131,126664.952,126803.861,62107.541,64696.32,336.5069,95.9986,40.7031,193.345,1.525,277.818,0.219,,1217.577,19.231,9.604,1.3668,0.6582,29.648,105.8,1024.232,553.76,470.472,8.079,1214.151,84.477,0.666,85,10.555172724174872
Jordan,2757,Jordan,1995,5.766806516,98.33333333,6.397109859,,2.878307233,11.35011005,11.51270008,15.06,42.96408338,11.68735504,51.194,10.43,6.970938027,48.29604815,1.666666667,,0.836,16.596716674525293,62.791,0.651,8035.294859,4375.629,4458.195,2334.833,2123.362,50.2083,109.9593,18.0227,137.144,30.85,165.132,3.704,18.7135,154.896,11.906,34.843,4.6619,2.1723,29.779,104.8,17.752,9.868,7.884,3.993,151.391,27.992,6.297,86,8.991598974324685
Jordan,2762,Jordan,2000,6.89531982,97.5,7.360013131,,2.967344221,11.71366978,11.9365797,15.484,50.26157098,12.17562008,35.928,8.9,7.815355777,56.54960113,2.5,,0.852,16.51793783765589,62.956,0.678,8829.120831,5003.483,5056.174,2625.119,2431.055,56.9427,107.9827,18.6124,131.46,25.935,105.382,2.084,33.2604,150.336,9.264,29.659,3.9213,1.839,29.79,104.9,18.876,10.601,8.275,3.724,147.323,-26.074,-5.144,86,9.085810722502803
