country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
Türkiye,5682,Türkiye,2008,5.511360168,90.89253188,6.396150112,23.21022773029815,4.392606249,13.16810036,12.48814964,24.147,26.75263977,11.79660988,40.093,14.79,7.309269905,43.347229,9.107468124,15.944457339113828,0.875,16.40828399858211,69.585,0.721,19759.90911,70893.647,71320.726,35828.471,35492.255,92.672,100.9473,26.424,929.348,13.023,854.157,1.198,57.8587,1306.949,127.385,18.315,2.1778,1.0319,27.496,105.6,377.601,209.505,168.096,5.292,1286.58,-75.192,-1.054,180,9.891410371594924
Türkiye,5686,Türkiye,2012,6.605899811,85.81818182,7.487070084,23.1446627,4.737591769,14.93031025,14.4203701,29.219,40.27996826,13.90633965,31.824,17.14,8.390640259,62.26953125,14.18181818,15.14693145,0.913,15.88176557,70.774,0.769,22475.58784,74660.491,75277.439,37794.598,37482.841,97.8132,100.8317,27.8275,936.08,12.459,1233.896,1.639,42.2909,1327.167,103.89,17.664,2.1489,1.0241,28.024,105.6,391.087,216.619,174.468,5.205,1311.577,297.814,3.964,180,10.020185014281425
Türkiye,5687,Türkiye,2013,6.760290146,85.58394161,7.63214016,23.07928288,4.546835685,16.98419952,16.45841026,30.483,41.84640884,15.93498993,30.457,17.97,8.526129723,63.77928162,14.41605839,15.0250357,0.917,15.64100836,71.298,0.799,23937.16912,75894.387,76576.117,38441.53,38134.588,99.5007,100.8049,28.1567,969.895,12.697,1363.461,1.781,38.919,1354.862,100.693,17.737,2.1646,1.0332,28.155,105.6,384.967,212.901,172.066,5.04,1339.997,393.572,5.152,180,10.083187723164283
Türkiye,5691,Türkiye,2017,7.452020168,85.428051,8.268190384,23.07928288,5.243439524,18.66612053,17.98140907,33.735,50.62900162,17.29422951,23.905,16.48,9.101249695,71.37006378,14.571949,13.64287582,0.93,14.62027479,72.883,0.833,27553.33891,81712.731,82089.826,41183.96,40905.866,106.665,100.6798,29.4092,1006.196,12.239,754.191,0.919,75.4241,1427.883,79.406,17.368,2.1395,1.0263,28.624,105.4,421.687,235.086,186.601,5.129,1415.794,-252.01,-3.065,180,10.223879001792948
Türkiye,5693,Türkiye,2019,7.87033987,82.55033557,8.63313961,23.07928288,4.786608448,18.81937981,18.3382206,34.462,56.30186081,17.85655022,19.29,17.49,9.411600113,75.94152832,17.44966443,13.64287582,0.939,14.38859774,72.28,0.842,27984.86307,83151.687,83481.684,41866.95,41614.734,108.4736,100.6061,30.1807,878.33,10.51,659.994,0.791,87.6292,1303.201,60.862,15.594,1.9665,0.9457,28.882,105.3,424.871,236.717,188.155,5.084,1293.476,-218.341,-2.613,180,10.239419038335107
Uganda,5760,Uganda,1990,2.117182455,81.88405797,3.175858623,17.72353189806198,0.043841928,6.484079838,5.721580029,61.96,6.143556603,4.956319809,177.405,2.38,4.322087152,16.01722714,18.11594203,36.00508038448224,0.797,36.55111589501925,76.798,0.329,897.0248379,17304.577,17586.63,8574.406,9012.224,88.0181,95.1419,14.6961,585.804,33.278,564.106,3.208,21.6068,904.309,176.496,51.372,7.0372,2.526,29.003,102.0,318.505,169.499,149.006,18.094,835.843,-21.692,-1.232,181,6.799083551641991
Uganda,5767,Uganda,1997,2.701788252,81.88405797,3.712369008,18.97670725339571,0.049036273,7.493958044,6.757318815,63.031,6.703105406,6.300368656,180.469,2.27,4.808695446,16.19584586,18.11594203,34.21815783009745,0.837,33.71850400907316,76.484,0.364,1174.535886,21590.355,21876.935,10690.916,11186.019,109.4903,95.5739,13.9594,728.701,33.182,573.16,2.62,26.456,1096.039,210.753,49.91,6.9056,2.541,28.857,102.6,367.338,194.162,173.176,16.728,1021.538,-155.544,-7.083,181,7.068628357910611
Uganda,5771,Uganda,2001,3.037613739,75.32894737,4.019961747,20.31849070785146,0.05810414,9.627061796,9.109776497,63.777,7.023429004,8.913754892,163.393,2.11,5.087379195,16.29793687,24.67105263,32.51991976638095,0.867,31.10541182587563,76.06,0.404,1247.742473,24394.702,24763.325,12118.958,12644.368,123.9362,95.8447,13.7778,833.216,33.574,737.246,2.977,23.2834,1197.462,220.437,48.251,6.8102,2.599,29.033,102.1,364.246,191.064,173.182,14.677,1125.279,-95.975,-3.867,181,7.129091175873098
Uganda,5775,Uganda,2005,4.127830029,76.06557377,4.623754978,21.755147462222244,0.072888938,11.14075469,10.84825063,64.499,15.16870499,10.54751831,144.538,2.14,5.162359953,20.17788029,23.93442623,30.90596480567005,0.893,28.69482716661958,75.609,0.454,1448.236618,27540.927,27946.588,13710.476,14236.112,139.8679,96.3077,13.7934,962.761,34.352,811.321,2.903,23.8769,1288.922,232.074,45.989,6.5716,2.6497,29.19,101.8,326.161,166.645,159.516,11.637,1223.59,-151.432,-5.403,181,7.27810196981666
Uganda,5783,Uganda,2013,4.228627704,65.02590674,5.252913828,23.29338571,0.105184216,11.1279316,10.92905317,65.868,25.192,10.72128871,127.918,2.09,6.427384308,35.484,34.97409326,29.37211,0.907,26.47105625,74.666,0.509,1959.62118,34767.852,35273.57,17387.215,17886.355,176.5382,97.2094,14.2916,1188.071,33.593,1011.436,2.868,24.1683,1448.034,271.805,40.943,5.6182,2.4795,28.896,102.4,259.963,137.767,122.196,7.35,1396.087,-176.638,-4.994,181,7.5805064580342405
Uganda,5791,Uganda,2021,4.896921296,66.18705036,5.730941566,24.94038796,0.106954357,10.11118149,10.14986994,64.172,29.34,10.15034489,107.938,1.92,6.683393581,36.32,33.81294964,27.91438,0.927,24.41962152,71.306,0.525,2181.43651,45123.359,45853.778,22700.638,23153.14,229.4903,98.0456,15.9354,1417.375,30.918,1460.838,3.186,21.756,1686.795,295.541,36.795,4.5845,2.0926,28.76,102.9,269.42,144.361,125.059,5.877,1642.19,43.465,0.948,181,7.687738888312498
Ukraine,5794,Ukraine,1992,9.382465892,96.22222222,9.6415476,,11.45675862,11.54848069,12.14836979,53.389,77.99276252,12.74825889,61.554,8.9,9.906879363,85.38624433,3.777777778,,1.014,6.874687893791065,65.838,0.715,13428.01374,51716.796,51785.154,23989.004,27796.149,89.3895,86.3033,34.3815,-67.677,-1.309,136.715,0.264,,629.762,110.934,12.186,1.7707,0.8368,24.565,105.8,697.439,337.037,360.402,13.495,620.748,204.389,3.955,182,9.505098381334433
Ukraine,5803,Ukraine,2001,10.78736019,92.22222222,10.93655968,,6.271669713,13.53740025,13.73404026,52.864,85.58294678,13.93657017,28.516,5.11,11.12514973,92.28501892,7.777777778,,1.011,6.733191764288625,61.878,0.715,7902.808794,48653.415,48414.534,22403.764,26010.77,83.5713,86.1326,37.1339,-368.434,-7.602,-477.762,-0.987,,377.465,53.819,7.788,1.0902,0.5157,25.237,106.6,745.899,377.831,368.068,15.39,373.349,-109.322,-2.256,182,8.974973518808788
Ukraine,5806,Ukraine,2004,11.26112235,94.66666667,11.2288508,,6.573044867,14.05832958,14.35112,52.706,90.70787228,14.65491962,30.018,5.06,11.19657926,93.62622654,5.333333333,,1.017,6.594607934947805,60.54,0.74,10487.58975,47433.865,47261.96,21832.361,25429.6,81.5818,85.8541,37.7625,-332.283,-7.029,-343.809,-0.727,,427.185,55.139,9.036,1.2144,0.5777,25.737,106.1,759.468,390.097,369.372,16.065,423.476,-11.53,-0.244,182,9.257947908545757
Ukraine,5807,Ukraine,2005,11.35674467,94.66666667,11.32628118,,6.67760599,14.45522022,14.55998993,52.656,92.41618078,14.66582966,29.858,5.43,11.2203891,94.07329574,5.333333333,,1.017,6.458876464254577,60.093,0.743,10857.5854,47090.056,46912.61,21654.474,25258.136,80.9788,85.7327,37.8922,-349.956,-7.459,-354.892,-0.756,,430.819,53.034,9.183,1.2197,0.5799,25.964,106.2,780.775,402.793,377.983,16.642,426.993,-4.936,-0.105,182,9.292619229908784
Ukraine,5808,Ukraine,2006,11.41450831,91.33333333,11.36281757,,7.137714948,14.34412003,14.67827988,52.608,92.90633709,15.0259304,30.502,6.13,11.23824649,94.3157066,8.666666667,,1.024,6.32593864442252,59.646,0.751,11674.10072,46735.164,46592.556,21492.873,25099.683,80.4263,85.6301,37.9952,-297.222,-6.378,-285.216,-0.612,,459.408,51.85,9.859,1.2977,0.6188,26.185,105.8,756.63,385.933,370.696,16.237,455.459,12.013,0.258,182,9.365128053446236
Ukraine,5817,Ukraine,2015,11.53209858,87.91469194,11.16389722,8.524722702,4.98250075,14.70840083,14.88242753,50.405,98.2380796,15.06670155,28.585,9.47,10.71442991,97.33232444,12.08530806,3.59926,1.015,6.195736976,63.398,0.774,11671.55321,45050.092,44982.564,20821.814,24160.75,77.6472,86.1803,39.1054,-113.125,-2.514,-135.056,-0.3,,482.958,29.675,10.735,1.5169,0.7245,27.252,106.8,596.083,304.656,291.428,13.249,480.169,-21.937,-0.488,182,9.36490981068313
Ukraine,5818,Ukraine,2016,11.51353169,87.98076923,11.15577802,8.524722702,5.233429341,14.76363842,14.90092826,50.118,97.72103708,15.04815604,26.365,10.48,10.71641407,96.94830961,12.01923077,3.59926,1.011,6.068215143,63.756,0.779,11649.48105,44915.036,44833.569,20761.571,24071.998,77.39,86.2478,39.3663,-108.607,-2.42,-162.934,-0.363,,459.407,26.099,10.239,1.4774,0.7065,27.387,106.8,568.014,291.137,276.877,12.659,456.963,-54.333,-1.211,182,9.363016912937308
United Arab Emirates,128,United Arab Emirates,1990,5.89831638,100.0,5.759906188,,28.2776718,10.16147041,10.47455978,29.083,43.90729615,10.96512985,48.493,64.75,5.704969792,42.27617368,0.0,,0.961,,91.714,0.728,102433.136,1845.986,1900.151,1271.462,628.689,26.7537,202.2401,24.7568,43.39,23.219,108.331,5.703,12.1541,48.444,2.808,25.923,4.5367,2.1478,29.912,104.5,5.054,3.641,1.413,2.704,47.847,64.939,34.749,183,11.53696553299238
United Arab Emirates,133,United Arab Emirates,1995,7.370864013,100.0,7.253594116,,28.98952006,10.6353348,10.92536893,31.279,55.75117184,11.43561985,35.147,53.11,7.13632422,53.12829411,0.0,,0.962,,92.137,0.762,101303.2758,2381.492,2433.988,1641.639,792.35,34.2699,207.1862,26.8983,40.73,16.949,104.993,4.314,16.0674,46.878,2.63,19.508,3.2743,1.5547,30.434,104.5,6.148,4.545,1.603,2.559,46.421,64.261,26.742,183,11.525874027324981
United Arab Emirates,142,United Arab Emirates,2004,9.194943011,100.0,8.890512394,,27.47938465,11.73722844,11.99505814,36.744,69.56402941,12.47363269,25.047,47.91,8.586081776,60.30692668,0.0,,0.965,,91.767,0.818,98236.07759,3903.424,3993.339,2743.77,1249.569,56.2252,219.5774,27.6258,56.959,14.481,179.83,4.504,15.3896,63.303,3.035,16.094,2.3839,1.1468,30.476,104.2,6.344,4.659,1.685,1.613,62.83,122.863,31.237,183,11.495128815771984
United Arab Emirates,147,United Arab Emirates,2009,9.440415296,77.5,9.665474371,,20.90336288,12.34939156,12.58932993,40.795,74.15544963,13.05030649,15.087,73.71,9.890533447,62.86322862,22.5,,0.917,,89.056,0.833,59017.26106,7551.297,7992.644,5818.211,2174.433,112.5344,267.5737,25.8332,99.126,13.033,882.694,11.055,6.27,105.716,3.539,13.9,1.8516,0.8936,30.57,104.3,6.59,4.912,1.679,0.867,105.018,783.241,102.987,183,10.98558524043941
United Arab Emirates,153,United Arab Emirates,2015,9.596784375,77.5,10.67445625,,23.38178108,13.08398732,13.30245607,49.072,79.09358776,13.74231504,7.785,59.76,11.75212812,67.04939845,22.5,,0.922,,91.509,0.865,65577.51224,8877.288,8916.899,6337.454,2579.444,125.5477,245.6907,29.223,93.375,10.464,79.222,0.888,78.0571,102.419,1.275,11.478,1.4859,0.7156,30.796,105.3,9.044,6.457,2.587,1.014,101.845,-14.154,-1.586,183,11.090988114942899
United Arab Emirates,156,United Arab Emirates,2018,12.28793049,77.5,12.48400021,,16.01124042,14.64673011,15.01912022,48.951,78.24723816,15.16116651,4.275,65.97,12.68006992,84.51493835,22.5,12.63435527,0.948,,90.621,0.909,67195.09523,9104.575,9140.17,6418.331,2721.838,128.6913,235.8087,30.8253,79.772,8.725,71.189,0.779,88.9791,91.874,0.605,10.049,1.3555,0.6552,31.461,104.8,12.102,8.391,3.712,1.324,91.402,-8.582,-0.939,183,11.115355536198704
United Kingdom,1956,United Kingdom,1994,9.978968066,88.42165899,9.991343793,25.23142823302337,9.94818551,14.58714994,14.69803651,52.589,70.35142835,14.81155014,28.795,20.83,10.04875259,70.45893401,11.57834101,0.8409797416914356,0.971,9.139081778791274,71.671,0.828,33332.3481,57708.869,57785.9,28088.096,29697.804,238.0558,94.5797,35.2932,120.652,2.088,154.062,0.267,80.36072744105762,747.269,47.616,12.936,1.7376,0.8361,28.101,105.4,626.617,302.824,323.793,10.848,743.315,33.409,0.578,184,10.414283618865301
United Kingdom,1959,United Kingdom,1997,10.306577,88.42165899,10.32771614,23.127516553904385,9.644299678,15.18646034,15.33188661,53.398,74.71092628,15.47795534,29.634,21.4,10.34885528,74.82509379,11.57834101,1.134576148113565,0.972,8.897012265283253,71.011,0.842,34071.49387,58159.376,58250.198,28338.462,29911.735,239.9685,94.7403,35.8794,95.337,1.638,181.643,0.312,85.07323281291679,723.36,51.172,12.428,1.7213,0.8289,28.289,105.2,628.023,299.464,328.559,10.79,719.748,86.309,1.483,184,10.436216356773299
United Kingdom,1962,United Kingdom,2000,10.68005118,83.01886792,10.69881079,21.199038635912718,9.632605664,15.81896973,16.09623909,54.193,79.47737567,16.37758064,29.058,22.33,10.71757041,79.5988269,16.98113208,1.5306706833141823,0.974,8.661354517288261,70.224,0.862,37777.78716,58734.782,58850.044,28674.538,30175.505,242.4397,95.0259,36.5582,69.366,1.18,230.523,0.392,90.06208843180538,676.427,51.974,11.511,1.6413,0.791,28.511,105.2,607.061,289.604,317.457,10.331,673.205,161.157,2.743,184,10.539476567609036
United Kingdom,1968,United Kingdom,2006,12.12371454,80.7444524,12.24829374,19.43136601110994,9.331786355,15.51751995,16.06059074,55.894,91.95153437,16.61420059,26.256,23.87,12.52097784,92.09204766,19.2555476,2.065046708987389,0.977,8.431938704510866,69.902,0.894,43021.0528,60582.727,60803.7,29752.816,31050.884,250.488,95.8195,37.8609,169.293,2.79,441.946,0.727,95.3435,740.64,51.13,12.207,1.8106,0.8743,29.151,104.9,571.347,273.902,297.445,9.417,737.415,272.651,4.494,184,10.669444874860725
United Kingdom,1974,United Kingdom,2012,13.27081966,77.44680851,13.33852959,17.81109,7.55543189,15.29671955,15.67329979,56.403,99.75628662,16.05179977,20.225,17.94,13.4078598,99.86135864,22.55319149,2.78598,0.965,8.208599495,68.862,0.909,41700.4797,63551.78,63808.727,31362.781,32445.946,262.8675,96.6616,38.7298,241.292,3.789,513.894,0.805,86.1052,809.031,38.545,12.706,1.9091,0.9218,29.782,105.3,567.739,272.616,295.123,8.917,806.163,272.601,4.281,184,10.638267911317849
United Kingdom,1977,United Kingdom,2015,12.94383653,73.25418994,12.97976335,16.32592,6.412680895,16.88824081,17.32865906,57.197,99.76513163,17.77129936,14.857,18.97,13.0166467,99.88157908,26.74581006,3.7586,0.969,7.991175936,68.556,0.924,44136.35045,65008.088,65224.364,32128.08,33096.283,268.6994,97.0746,38.9725,178.34,2.74,432.552,0.663,104.5471,780.094,27.613,11.984,1.8087,0.8727,30.269,105.5,601.754,292.155,309.599,9.244,777.502,254.218,3.905,184,10.695038995150941
United States of America,5862,United States of America,1996,12.9983139,88.78504673,13.10260201,25.346981593158052,20.90886965,15.49320984,15.96275043,58.443,91.86725311,16.45252991,51.6,31.03,13.22250767,91.48778687,11.21495327,3.0185684133364528,0.987,11.420348899481123,73.755,0.887,43533.95344,267301.317,268984.347,132102.704,136881.644,29.4049,96.5087,33.3041,1594.445,5.946,3366.061,1.251,55.4074,3891.445,470.785,14.513,1.9707,0.9471,26.955,104.7,2297.0,1164.99,1132.011,8.567,3865.999,1771.618,6.607,185,10.681296451465322
United States of America,5870,United States of America,2004,12.77589035,85.23364486,12.82460976,24.939718950190787,20.91297926,15.10491289,15.69892359,58.242,93.89354706,16.4953586,39.658,35.55,12.88045979,93.51937866,14.76635514,2.9648581866734665,0.985,11.260718226684235,72.024,0.898,53068.89741,292479.643,293947.885,144773.306,149174.579,32.1339,97.0496,34.8835,1736.07,5.918,2936.485,0.999,69.3841,4127.653,405.282,14.07,2.0479,0.9847,27.885,104.9,2391.583,1193.067,1198.517,8.152,4102.886,1200.409,4.092,185,10.8793462994614
United States of America,5876,United States of America,2010,13.0636797,83.17757009,13.05183983,24.539,18.36755868,15.32669902,16.0033139,57.691,94.93398285,16.69518447,34.436,28.56,13.03911972,94.59259033,16.82242991,2.912103641,0.988,11.10331883,69.87,0.911,54265.33606,309884.064,311182.845,153272.866,157909.979,34.018,97.0634,36.0627,1566.832,5.044,2597.562,0.835,83.0116,4036.757,370.39,12.994,1.9325,0.9306,28.308,104.8,2469.925,1250.579,1219.345,7.95,4015.207,1030.731,3.318,185,10.901640923802983
United States of America,5879,United States of America,2013,13.20598984,81.76691729,13.20003033,24.645,17.30166717,15.47152042,16.14818001,56.315,95.3915863,16.83919907,26.447,28.09,13.19357967,95.0018692,18.23308271,3.000270228,0.989,11.12063022,68.504,0.917,56904.62415,318031.051,319375.166,157662.346,161712.82,34.9136,97.4953,36.3848,1367.4,4.291,2688.23,0.842,82.3215,3966.458,276.866,12.446,1.8558,0.8936,28.797,104.9,2599.058,1328.05,1271.008,8.155,3946.21,1320.84,4.144,185,10.949131884826416
United States of America,5881,United States of America,2015,13.28118992,80.52434457,13.25187969,25.892,16.74083424,15.51661015,16.1919899,55.815,95.4783783,16.88253021,21.899,28.33,13.22015953,95.17978668,19.47565543,3.03614997,0.99,11.56846516,67.855,0.92,59682.8778,323348.646,324607.776,160493.394,164114.382,35.4856,97.7936,36.5863,1296.401,4.002,2518.261,0.776,89.3231,3995.991,229.079,12.334,1.8424,0.8867,29.132,104.8,2699.59,1392.481,1307.108,8.332,3975.771,1221.849,3.771,185,10.996800454224454
United States of America,5886,United States of America,2020,13.73783016,72.90076336,13.68342972,23.222,14.23786361,15.64476967,16.28097916,55.39,96.54834747,16.93508911,15.83,29.65,13.62497997,96.36666107,27.09923664,2.745849765,0.997,10.599456,66.567,0.92,61461.64197,335388.238,335942.003,166504.407,169437.597,36.7246,98.2689,37.4674,431.972,1.288,1107.531,0.33,,3670.49,169.738,10.939,1.6428,0.7899,29.614,104.7,3238.518,1739.678,1498.84,9.651,3653.213,675.56,2.013,185,11.026168551403105
Uruguay,5829,Uruguay,1995,7.397527675,93.07692308,7.341849769,,1.413400383,11.67629031,13.07879233,46.338,41.59443483,14.24593931,68.548,16.78,7.255480823,40.14699528,6.923076923,,1.015,11.60232790472524,73.355,0.717,12746.59981,3199.221,3208.3,1560.015,1648.285,18.5241,94.6447,30.3213,26.487,8.245,18.158,0.566,122.4642,56.567,9.13,17.608,2.4012,1.14,27.396,104.9,30.08,16.558,13.522,9.363,55.679,-8.333,-2.594,186,9.453019833452093
Uruguay,5836,Uruguay,2002,8.920921394,88.46153846,8.737585749,,1.3703383,14.18620014,15.08796024,49.646,57.86276191,16.01417923,70.262,25.95,8.532076904,55.67801884,11.53846154,,1.006,11.641019104589583,71.394,0.764,12897.16027,3304.239,3306.441,1598.456,1707.985,19.0907,93.5873,31.2326,21.36,6.444,4.404,0.133,,51.531,8.72,15.545,2.1418,1.0215,27.124,105.1,30.171,16.35,13.821,9.101,50.922,-16.958,-5.115,186,9.464762432008166
Uruguay,5837,Uruguay,2003,9.139019966,88.46153846,8.949480057,,1.362019311,14.47700024,15.5248003,49.355,60.23593903,16.60173035,66.635,21.89,8.737179756,58.16833878,11.53846154,,1.012,11.679839331056108,69.92,0.77,12446.62399,3308.643,3310.202,1598.485,1711.718,19.1125,93.3848,31.3854,20.218,6.093,3.119,0.094,,50.454,8.301,15.204,2.1013,1.0032,27.215,105.0,30.236,16.258,13.977,9.111,49.884,-17.099,-5.153,186,9.429204699659005
Uruguay,5839,Uruguay,2005,8.495726585,89.23076923,8.313446681,,1.723973396,14.27176952,15.21078014,49.915,52.40904744,16.17112923,68.171,33.96,8.105239868,49.76387405,10.76923077,,1.011,11.718789014400022,70.169,0.768,14226.02679,3315.84,3317.665,1599.62,1718.045,19.1556,93.1069,31.759,19.748,5.937,3.65,0.11,,50.231,8.655,15.103,2.0971,1.0021,27.199,105.0,30.483,16.116,14.367,9.166,49.715,-16.092,-4.839,186,9.562828438463345
Uruguay,5840,Uruguay,2006,8.174079895,89.23076923,7.995429993,,1.98385097,14.40355968,15.32322979,51.678,48.49560165,16.26828003,67.703,34.85,7.789269924,45.56164169,10.76923077,,1.007,11.757868586331407,73.43,0.768,14884.97098,3319.49,3322.282,1601.733,1720.55,19.1822,93.0942,31.9814,18.745,5.631,5.584,0.168,,49.387,8.62,14.837,2.0703,0.99,27.16,105.0,30.642,16.071,14.571,9.206,48.907,-13.159,-3.953,186,9.608107323834272
Uruguay,5854,Uruguay,2020,9.251560211,76.92307692,8.982549667,23.543408,1.681218748,15.44421384,16.83259964,54.101,59.55147171,17.32807722,35.927,17.49,8.6769104,55.45653915,23.07692308,6.54951,1.019,11.79707848,68.489,0.821,20441.92913,3428.271,3429.086,1660.166,1768.921,19.7989,93.8519,34.9908,3.114,0.907,1.631,0.048,,35.457,4.293,10.339,1.4767,0.7084,28.288,105.7,32.343,15.862,16.481,9.432,35.313,-1.486,-0.433,186,9.925343420001102
Uruguay,5855,Uruguay,2021,9.251560211,73.84615385,8.982549667,23.543408,1.681218748,15.44421384,16.83259964,54.778,59.55147171,17.32807722,36.226,17.49,8.6769104,55.45653915,26.15384615,6.54951,1.022,11.83641913,69.25,0.809,21268.88122,3429.902,3426.26,1659.492,1766.768,19.7826,93.9281,35.219,-5.789,-1.689,-7.285,-0.213,,35.892,4.3,10.473,1.4927,0.7164,28.271,105.6,41.681,20.659,21.022,12.162,35.747,-1.486,-0.434,186,9.96500030784523
Uzbekistan,5893,Uzbekistan,1995,10.234472463606238,94.0,10.460397589952942,,4.504566841,11.467182765708753,10.79366888,57.717,99.87086384087463,11.18046298247291,58.44,5.73,10.698868724914634,99.87149849871372,6.0,1.1991131971677575,0.9343405528951577,,79.48,0.6427447574561906,2528.409015,22799.248,23026.206,11541.75,11484.456,54.1284,100.4989,19.1289,499.81,21.687,453.915,1.971,35.1673,674.68,67.251,29.274,3.5898,1.5972,26.301,107.2,174.87,93.807,81.063,7.587,644.557,-45.888,-1.991,187,7.835345536087753
Uzbekistan,5905,Uzbekistan,2007,10.47079329,83.63636364,10.68773379,,4.378403432,11.64542961,11.51074028,52.142,99.871817,11.37254047,9.33,5.33,10.91611755,99.88610466,16.36363636,1.028830570534794,0.937,,76.155,0.656,4101.007448,27109.352,27309.616,13634.936,13674.68,64.1975,99.7094,22.5061,427.55,15.641,400.528,1.467,47.2493,605.19,14.4,22.14,2.5256,1.1657,27.375,106.8,177.64,94.017,83.623,6.499,588.495,-27.023,-0.989,187,8.318987941532814
Uzbekistan,5907,Uzbekistan,2009,10.66677444,80.8,10.8780438,,3.785855542,11.51961994,11.42271042,50.719,99.86866902,11.32347012,18.346,5.76,11.09977443,99.8989547,19.2,0.8827292914189029,0.937,,75.218,0.665,4499.637461,27943.741,28167.842,14067.702,14100.14,66.215,99.7699,23.1472,468.582,16.626,448.202,1.591,43.5668,651.193,28.641,23.105,2.5281,1.1724,26.819,107.2,182.611,96.63,85.981,6.479,635.593,-20.379,-0.723,187,8.411752108290719
Uzbekistan,5913,Uzbekistan,2015,11.16592026,83.6,11.35682964,,3.278808681,11.92148018,11.75932026,47.764,99.85952759,11.59000969,24.898,6.21,11.55513954,99.91362,16.4,0.757375436,0.945,,73.14,0.701,6485.233243,30694.331,30949.417,15479.0,15470.417,72.7537,100.0555,25.0983,530.548,17.133,510.173,1.648,42.0599,723.124,34.122,23.352,2.4949,1.1665,26.577,108.3,192.576,104.008,88.568,6.219,712.161,-20.38,-0.658,187,8.77728306264193
