,country,expected_years_of_schooling
3492,Moldova,8.11293242
3493,Moldova,8.377856028
3507,Moldova,12.92431415
3491,Moldova,7.856386197
3495,Moldova,8.933938565
3496,Moldova,9.225671704
3510,Moldova,13.95307612
3500,Moldova,10.52386956
3490,Moldova,7.607952448
3502,Moldova,11.20971087
3511,Moldova,14.02487343
3501,Moldova,10.86679021
3505,Moldova,12.23847284
3504,Moldova,11.89555218
3497,Moldova,9.526931237
3516,Moldova,14.39253044
3512,Moldova,14.09704018
3489,Moldova,7.367374644
3506,Moldova,12.58139349
3513,Moldova,14.06091022
3488,Moldova,7.134404363
3487,Monaco,
3464,Monaco,
3460,Monaco,
3484,Monaco,
3471,Monaco,
3475,Monaco,
3479,Monaco,
3456,Monaco,
3461,Monaco,
3473,Monaco,
3458,Monaco,
3468,Monaco,
3486,Monaco,
3470,Monaco,
3481,Monaco,
3462,Monaco,
3480,Monaco,
3472,Monaco,
3467,Monaco,
3483,Monaco,
3485,Monaco,
3465,Monaco,
3466,Monaco,
3463,Monaco,
3469,Monaco,
3478,Monaco,
3814,Mongolia,8.023679733
3834,Mongolia,14.84849644
3826,Mongolia,13.82754358
3812,Mongolia,7.685860157
3838,Mongolia,14.98034954
3809,Mongolia,9.719189644
3824,Mongolia,12.96592999
3823,Mongolia,12.66930962
3828,Mongolia,14.58479023
3810,Mongolia,8.841150284
3827,Mongolia,14.25835037
3817,Mongolia,8.90114975
3816,Mongolia,8.63132
3837,Mongolia,14.98034954
3839,Mongolia,14.98034954
3831,Mongolia,14.71664333
3836,Mongolia,14.93639851
3820,Mongolia,10.48843956
3815,Mongolia,8.261980057
3822,Mongolia,11.79734039
3832,Mongolia,14.76059437
3821,Mongolia,11.20584011
3819,Mongolia,10.11670017
3835,Mongolia,14.89244747
3829,Mongolia,14.62874126
3825,Mongolia,13.39673678
3787,Montenegro,11.890174
3791,Montenegro,13.18715954
3784,Montenegro,14.134384635
3777,Montenegro,14.134384635
3807,Montenegro,15.08160973
3806,Montenegro,15.08160973
3801,Montenegro,14.92640305
3782,Montenegro,14.28180647
3792,Montenegro,13.63720989
3797,Montenegro,15.04305649
3783,Montenegro,13.823388099999999
3785,Montenegro,13.823388099999999
3789,Montenegro,12.60371971
3798,Montenegro,15.01389313
3776,Montenegro,14.979546549999998
3805,Montenegro,14.94519997
3796,Montenegro,15.07221985
3799,Montenegro,14.98472977
3779,Montenegro,14.949144839999999
3795,Montenegro,14.91355991
3803,Montenegro,15.02132034
3804,Montenegro,14.99967957
3794,Montenegro,14.57936954
3793,Montenegro,14.11563969
3786,Montenegro,11.54869593
3800,Montenegro,14.95556641
3443,Morocco,10.73604012
3439,Morocco,10.08786964
3442,Morocco,10.54251003
3444,Morocco,11.08810043
3431,Morocco,7.619180202
3451,Morocco,13.5034399
3438,Morocco,9.920379639
3437,Morocco,9.677559853
3455,Morocco,14.15190983
3425,Morocco,6.496779919
3435,Morocco,8.900279999
3433,Morocco,8.099590302
3454,Morocco,14.15190983
3450,Morocco,13.15964584
3452,Morocco,13.72161961
3436,Morocco,9.336620331
3446,Morocco,11.7844696
3432,Morocco,7.678890228
3429,Morocco,7.315730095
3449,Morocco,12.81585178
3441,Morocco,10.37483978
3440,Morocco,10.10542011
3447,Morocco,12.12826366
3434,Morocco,8.555199623
3445,Morocco,11.43887043
3864,Mozambique,9.870030403
3840,Mozambique,3.708847485
3847,Mozambique,4.795229912
3860,Mozambique,9.846440315
3842,Mozambique,3.69520998
3857,Mozambique,9.11989975
3850,Mozambique,5.966969967
3856,Mozambique,8.51088047
3871,Mozambique,10.2191516
3849,Mozambique,5.517139912
3867,Mozambique,9.974020004
3843,Mozambique,3.688410044
3865,Mozambique,9.878950119
3846,Mozambique,4.434274912
3854,Mozambique,7.617080212
3848,Mozambique,5.156184912
3863,Mozambique,9.940219879
3870,Mozambique,10.2191516
3859,Mozambique,9.678779602
3862,Mozambique,9.398610115
3855,Mozambique,8.216320038
3851,Mozambique,6.436329842
3853,Mozambique,7.243430138
3869,Mozambique,10.2191516
3861,Mozambique,9.553930283
3844,Mozambique,3.819499969
3773,Myanmar,10.90913752
3746,Myanmar,7.132609844
3749,Myanmar,7.283170223
3762,Myanmar,8.433731079
3770,Myanmar,10.22293854
3769,Myanmar,9.999287605
3747,Myanmar,7.261940002
3758,Myanmar,7.938125134
3771,Myanmar,10.44658947
3768,Myanmar,9.775636673
3767,Myanmar,9.551985741
3763,Myanmar,8.657382011
3754,Myanmar,7.602336804
3753,Myanmar,7.538503488
3759,Myanmar,8.028776805
3766,Myanmar,9.328334808
3774,Myanmar,10.90913752
3772,Myanmar,10.6702404
3756,Myanmar,7.756821791
3761,Myanmar,8.210080147
3755,Myanmar,7.66617012
3757,Myanmar,7.847473462
3748,Myanmar,7.352530003
3751,Myanmar,7.410836856
3745,Myanmar,6.567095041
3765,Myanmar,9.104683876
4005,Namibia,12.01089954
4014,Namibia,11.78052998
4029,Namibia,11.92720692
4021,Namibia,11.70865776
4025,Namibia,11.81733231
4000,Namibia,10.42286942
4023,Namibia,11.76277515
4020,Namibia,11.68159907
4019,Namibia,11.65454037
4002,Namibia,11.27041308
4018,Namibia,11.62748167
4010,Namibia,11.70321512
4004,Namibia,12.13451958
4009,Namibia,11.50034046
4027,Namibia,11.8721425
4006,Namibia,11.8145299
4031,Namibia,11.92720692
4003,Namibia,11.70246633
4030,Namibia,11.92720692
4012,Namibia,11.7733202
4028,Namibia,11.89964286
4024,Namibia,11.79002217
4016,Namibia,11.53619957
4015,Namibia,11.68727016
4026,Namibia,11.8447057
4008,Namibia,11.74695969
4229,Nauru,
4253,Nauru,11.69042029
4243,Nauru,9.742471842
4247,Nauru,10.47933069
4249,Nauru,10.86840312
4237,Nauru,8.975170135
4241,Nauru,9.002280235
4224,Nauru,10.3463502625
4254,Nauru,11.69042029
4244,Nauru,9.921680914
4255,Nauru,11.69042029
4230,Nauru,10.990234715
4246,Nauru,10.29004914
4238,Nauru,9.075570107
4251,Nauru,11.27192088
4248,Nauru,10.672094
4236,Nauru,9.312490463
4228,Nauru,9.708338466499999
4245,Nauru,10.10418647
4240,Nauru,10.13370037
4252,Nauru,11.47926359
4233,Nauru,11.17004695
4231,Nauru,11.17004695
4226,Nauru,11.17004695
4239,Nauru,10.86083031
4214,Nepal,12.53003502
4201,Nepal,8.815112829
4219,Nepal,12.75613022
4220,Nepal,12.95372534
4218,Nepal,12.61919975
4193,Nepal,7.641940117
4198,Nepal,8.382760048
4207,Nepal,9.482709885
4197,Nepal,7.999619961
4195,Nepal,7.897469997
4200,Nepal,8.670995235
4199,Nepal,8.526877642
4194,Nepal,7.887959957
4205,Nepal,9.225540161
4206,Nepal,9.354125023
4208,Nepal,9.945119858
4209,Nepal,9.976340294
4211,Nepal,11.06719017
4213,Nepal,12.39546967
4217,Nepal,12.65250969
4222,Nepal,12.88694954
4210,Nepal,10.40861034
4223,Nepal,12.88694954
4216,Nepal,12.59261036
4221,Nepal,13.15132046
4141,Netherlands,16.3899498
4139,Netherlands,16.6722393
4151,Netherlands,17.91139285
4134,Netherlands,16.89909935
4150,Netherlands,17.82703972
4156,Netherlands,18.5599308
4157,Netherlands,18.69316522
4154,Netherlands,18.04483032
4149,Netherlands,17.85778046
4147,Netherlands,16.80503082
4144,Netherlands,16.51478958
4128,Netherlands,14.67444992
4158,Netherlands,18.69316522
4137,Netherlands,16.38546944
4136,Netherlands,16.52049065
4153,Netherlands,18.08009911
4133,Netherlands,16.72776031
4135,Netherlands,16.55894089
4143,Netherlands,16.41580009
4142,Netherlands,16.29527092
4138,Netherlands,16.56546021
4155,Netherlands,18.48513031
4130,Netherlands,14.83885002
4146,Netherlands,16.75245094
4148,Netherlands,16.99106026
4152,Netherlands,17.99574598
4284,New Zealand,18.87854958
4277,New Zealand,18.6191551
4269,New Zealand,17.7563361
4280,New Zealand,18.80341911
4281,New Zealand,18.86964989
4279,New Zealand,18.83485985
4267,New Zealand,17.54063135
4282,New Zealand,18.12450027
4262,New Zealand,17.00136948
4265,New Zealand,17.3249266
4274,New Zealand,18.29559797
4261,New Zealand,16.85778046
4264,New Zealand,17.21707423
4286,New Zealand,20.28388977
4273,New Zealand,18.1877456
4268,New Zealand,17.64848373
4260,New Zealand,16.55532074
4278,New Zealand,18.72700747
4275,New Zealand,18.40345035
4270,New Zealand,17.86418847
4271,New Zealand,17.97204085
4272,New Zealand,18.07989322
4263,New Zealand,17.10922185
4287,New Zealand,20.28388977
4257,New Zealand,14.81429958
4285,New Zealand,20.28388977
4103,Nicaragua,9.299722672
4123,Nicaragua,12.22731048
4121,Nicaragua,11.82682458
4101,Nicaragua,8.674539566
4124,Nicaragua,12.43261063
4118,Nicaragua,11.25986475
4109,Nicaragua,10.90502671
4120,Nicaragua,11.6315278
4100,Nicaragua,8.507446289
4096,Nicaragua,7.488699913
4111,Nicaragua,10.98971926
4116,Nicaragua,10.8882017
4102,Nicaragua,8.987131119
4125,Nicaragua,12.64135783
4114,Nicaragua,10.77420744
4126,Nicaragua,12.64135783
4113,Nicaragua,10.84604472
4127,Nicaragua,12.64135783
4110,Nicaragua,10.94737299
4108,Nicaragua,10.86268044
4105,Nicaragua,9.924905777
4104,Nicaragua,9.612314224
4099,Nicaragua,8.340353012
4097,Nicaragua,8.013589859
4122,Nicaragua,12.02540046
4098,Nicaragua,8.173259735
4058,Niger,6.21517992
4053,Niger,4.983039856
4048,Niger,3.777889967
4042,Niger,2.803529024
4036,Niger,2.290267229
4039,Niger,2.546898127
4052,Niger,4.699289799
4044,Niger,2.974616289
4055,Niger,5.448969841
4037,Niger,2.375810862
4045,Niger,3.060159922
4061,Niger,6.957111988
4049,Niger,3.90508008
4063,Niger,6.957111988
4060,Niger,6.67627276
4050,Niger,4.137710094
4040,Niger,2.632441759
4057,Niger,5.918089867
4035,Niger,2.204723597
4062,Niger,6.957111988
4034,Niger,2.119179964
4041,Niger,2.717985392
4054,Niger,5.214409828
4033,Niger,2.089375019
4046,Niger,3.399849892
4032,Niger,2.059570074
4089,Nigeria,9.399784948
4079,Nigeria,9.028440475
4067,Nigeria,6.280420532
4080,Nigeria,8.89398632
4081,Nigeria,8.759532166
4083,Nigeria,8.490623856
4085,Nigeria,8.682390213
4072,Nigeria,7.389917709
4066,Nigeria,6.079369625
4094,Nigeria,10.12758388
4082,Nigeria,8.625078011
4092,Nigeria,9.937831
4068,Nigeria,6.488120397
4084,Nigeria,8.356169701
4093,Nigeria,10.12758388
4073,Nigeria,7.634309769
4077,Nigeria,8.555353483
4064,Nigeria,5.6963701
4088,Nigeria,9.220436265
4065,Nigeria,5.884754825
4069,Nigeria,6.702689106
4090,Nigeria,9.579133632
4087,Nigeria,9.041087581
4070,Nigeria,6.92435382
4071,Nigeria,7.15334921
4074,Nigeria,8.003800392
4563,North Korea,
4550,North Korea,
4562,North Korea,
4568,North Korea,
4566,North Korea,
4572,North Korea,10.78317
4573,North Korea,10.78317
4548,North Korea,10.780407570000001
4560,North Korea,10.780407570000001
4556,North Korea,10.780407570000001
4561,North Korea,10.780407570000001
4546,North Korea,10.780407570000001
4544,North Korea,10.780407570000001
4564,North Korea,10.780407570000001
4557,North Korea,10.780407570000001
4559,North Korea,10.780407570000001
4553,North Korea,10.780407570000001
4570,North Korea,10.77764514
4552,North Korea,10.780407570000001
4565,North Korea,10.780407570000001
4574,North Korea,10.78317
4569,North Korea,10.74618
4545,North Korea,
4555,North Korea,
4567,North Korea,
4549,North Korea,
3672,North Macedonia,12.96148968
3658,North Macedonia,11.53279972
3656,North Macedonia,11.31814957
3666,North Macedonia,12.87722969
3662,North Macedonia,11.6462698
3678,North Macedonia,13.62443234
3667,North Macedonia,12.84832001
3679,North Macedonia,13.62443234
3655,North Macedonia,11.20294952
3669,North Macedonia,12.88011026
3674,North Macedonia,13.45691013
3665,North Macedonia,11.98480988
3659,North Macedonia,11.59393024
3650,North Macedonia,10.5356836
3649,North Macedonia,10.44338258
3677,North Macedonia,13.62443234
3648,North Macedonia,10.3518902
3654,North Macedonia,11.11662006
3657,North Macedonia,11.45744991
3671,North Macedonia,12.94083023
3663,North Macedonia,11.79450035
3670,North Macedonia,12.91816044
3651,North Macedonia,10.62880039
3664,North Macedonia,11.88965511
3675,North Macedonia,13.58520031
3660,North Macedonia,11.63331032
4163,Norway,15.06902981
4160,Norway,13.94550037
4179,Norway,17.36672974
4186,Norway,17.96912956
4167,Norway,15.98190975
4191,Norway,18.18519974
4162,Norway,14.53617954
4185,Norway,17.78388977
4166,Norway,15.75127029
4174,Norway,17.62022972
4168,Norway,16.89126015
4176,Norway,17.59090996
4178,Norway,17.38734055
4187,Norway,18.06615067
4169,Norway,17.13750076
4180,Norway,17.54862976
4161,Norway,14.24613953
4188,Norway,18.12005043
4172,Norway,17.1053009
4182,Norway,17.47475052
4173,Norway,17.48032951
4183,Norway,17.69016075
4175,Norway,17.49011993
4165,Norway,15.56700039
4181,Norway,17.56863976
4306,Oman,12.40342999
4293,Oman,9.490539551
4308,Oman,13.38470507
4288,Oman,7.896699905
4315,Oman,14.18214035
4296,Oman,10.06287003
4312,Oman,14.00377464
4318,Oman,14.57349014
4290,Oman,8.652330399
4303,Oman,11.74263954
4299,Oman,10.90379391
4297,Oman,10.34317799
4292,Oman,9.266460419
4313,Oman,14.26832962
4310,Oman,13.5687747
4302,Oman,11.60352468
4309,Oman,13.39832973
4300,Oman,11.18410187
4319,Oman,14.57349014
4289,Oman,8.247389793
4316,Oman,14.1161499
4317,Oman,14.31089973
4301,Oman,11.46440983
4295,Oman,9.820240021
4291,Oman,9.215479851
4346,Pakistan,7.989449978
4327,Pakistan,5.006408398
4330,Pakistan,5.169419142
4339,Pakistan,6.818009853
4320,Pakistan,4.626049995
4345,Pakistan,7.584290028
4343,Pakistan,6.978740215
4324,Pakistan,4.843397654
4340,Pakistan,6.813624859
4334,Pakistan,5.742340088
4325,Pakistan,4.897734569
4350,Pakistan,8.658349991
4344,Pakistan,7.296909809
4351,Pakistan,8.658349991
4336,Pakistan,6.28110981
4321,Pakistan,4.68038691
4342,Pakistan,6.919909954
4338,Pakistan,6.731939793
4333,Pakistan,5.332429886
4335,Pakistan,6.093520164
4326,Pakistan,4.952071483
4348,Pakistan,8.275939941
4347,Pakistan,7.931729794
4337,Pakistan,6.713580132
4341,Pakistan,6.809239864
4471,Palau,16.59011078
4474,Palau,16.24477187
4456,Palau,16.32096323
4450,Palau,16.32096323
4470,Palau,16.39715459
4476,Palau,16.01454594
4455,Palau,15.530503595
4463,Palau,15.04646125
4469,Palau,16.2041984
4468,Palau,16.01124221
4457,Palau,16.070450559999998
4475,Palau,16.12965891
4454,Palau,16.30232836
4449,Palau,16.30232836
4453,Palau,16.30232836
4472,Palau,16.47499781
4459,Palau,14.27463649
4467,Palau,15.81828602
4461,Palau,14.66054887
4462,Palau,14.85350506
4464,Palau,15.23941744
4458,Palau,14.0816803
4466,Palau,15.62532982
4460,Palau,14.46759268
4452,Palau,15.125956339999998
4478,Palau,15.78432
4376,Panama,12.70683956
4365,Panama,12.81908512
4363,Panama,12.54675007
4382,Panama,13.05787868
4354,Panama,10.77066994
4380,Panama,13.0069239
4367,Panama,12.89698029
4361,Panama,12.07886028
4369,Panama,12.9639101
4355,Panama,10.94305038
4359,Panama,11.5777998
4383,Panama,13.05787868
4353,Panama,10.66341972
4378,Panama,12.90561008
4360,Panama,11.82833004
4370,Panama,12.77729034
4375,Panama,12.69017633
4371,Panama,12.7495203
4356,Panama,10.8969202
4352,Panama,10.6522398
4362,Panama,12.33146
4357,Panama,11.12065029
4373,Panama,12.65684986
4372,Panama,12.81746006
4368,Panama,12.89313984
4493,Papua New Guinea,6.541913723
4496,Papua New Guinea,7.253965816
4487,Papua New Guinea,5.13572677
4501,Papua New Guinea,8.440719303
4495,Papua New Guinea,7.016615118
4492,Papua New Guinea,6.304563026
4491,Papua New Guinea,6.067212329
4480,Papua New Guinea,3.784030274
4490,Papua New Guinea,5.829861631
4482,Papua New Guinea,4.125682486
4504,Papua New Guinea,9.153588333
4494,Papua New Guinea,6.779264421
4500,Papua New Guinea,8.203368605
4506,Papua New Guinea,9.629106667
4499,Papua New Guinea,7.966017908
4497,Papua New Guinea,7.491316513
4510,Papua New Guinea,10.36077074
4485,Papua New Guinea,4.696859837
4505,Papua New Guinea,9.3913475
4502,Papua New Guinea,8.67807
4498,Papua New Guinea,7.72866721
4484,Papua New Guinea,4.498181764
4507,Papua New Guinea,9.866865833
4488,Papua New Guinea,5.355160236
4486,Papua New Guinea,4.916293303
4609,Paraguay,8.867646535
4627,Paraguay,12.25207996
4621,Paraguay,12.01381016
4625,Paraguay,11.76653957
4620,Paraguay,12.57073975
4632,Paraguay,12.90811589
4630,Paraguay,12.79363242
4618,Paraguay,11.68776989
4637,Paraguay,12.98799113
4634,Paraguay,12.76987498
4612,Paraguay,9.643460274
4623,Paraguay,11.98626995
4639,Paraguay,12.98799113
4638,Paraguay,12.98799113
4633,Paraguay,12.99628522
4629,Paraguay,12.6154951
4610,Paraguay,9.151993434
4615,Paraguay,10.61834685
4608,Paraguay,8.583299637
4631,Paraguay,12.96018627
4614,Paraguay,10.1936903
4617,Paraguay,11.46765995
4628,Paraguay,12.18908024
4624,Paraguay,11.87640476
4616,Paraguay,11.0430034
4636,Paraguay,12.75262838
4389,Peru,11.93307018
4413,Peru,15.38773354
4406,Peru,14.04256592
4391,Peru,11.8196497
4398,Peru,12.59951019
4408,Peru,14.45221786
4403,Peru,13.428088
4388,Peru,11.58224964
4384,Peru,11.72138977
4395,Peru,13.36966991
4390,Peru,11.89482021
4399,Peru,12.60894012
4396,Peru,12.8752203
4401,Peru,13.01843605
4386,Peru,11.48295975
4412,Peru,15.18792464
4397,Peru,12.35818005
4415,Peru,15.38773354
4409,Peru,14.65704384
4405,Peru,13.83773994
4414,Peru,15.38773354
4387,Peru,11.46770954
4411,Peru,14.99071026
4407,Peru,14.24739189
4404,Peru,13.63291397
4402,Peru,13.22326202
4418,Philippines,10.80265999
4427,Philippines,11.3831501
4430,Philippines,11.61896038
4421,Philippines,10.76187038
4436,Philippines,11.62320595
4438,Philippines,12.13649788
4424,Philippines,11.22480965
4439,Philippines,12.39314384
4433,Philippines,11.52336979
4425,Philippines,11.38438988
4429,Philippines,11.5952301
4423,Philippines,11.17542982
4431,Philippines,11.51733971
4416,Philippines,10.78757
4420,Philippines,10.77546692
4437,Philippines,11.87985191
4443,Philippines,13.14836025
4435,Philippines,11.36655998
4428,Philippines,11.58487988
4441,Philippines,12.82507992
4447,Philippines,13.12656975
4442,Philippines,12.84617043
4426,Philippines,11.38376999
4434,Philippines,11.67955971
4419,Philippines,10.78906345
4446,Philippines,13.12656975
4527,Poland,14.97383976
4518,Poland,13.26350975
4520,Poland,14.20794964
4528,Poland,14.97492981
4538,Poland,16.04790942
4533,Poland,15.22449017
4523,Poland,15.0008297
4531,Poland,15.05370045
4524,Poland,15.32771015
4543,Poland,16.0271492
4529,Poland,14.98614979
4521,Poland,14.58401966
4542,Poland,16.0271492
4536,Poland,15.98246956
4522,Poland,14.71825981
4532,Poland,15.30467987
4513,Poland,12.27208042
4535,Poland,16.30895042
4515,Poland,12.88770008
4530,Poland,15.0042696
4539,Poland,16.08062935
4516,Poland,13.10297012
4534,Poland,15.34090996
4517,Poland,13.0545702
4540,Poland,16.02598953
4526,Poland,14.79946041
4603,Portugal,16.53578949
4588,Portugal,15.80930042
4601,Portugal,16.44728088
4584,Portugal,15.87812042
4591,Portugal,15.41471004
4592,Portugal,15.42185974
4605,Portugal,16.87122917
4602,Portugal,16.37409019
4595,Portugal,16.01322937
4579,Portugal,14.1583004
4576,Portugal,11.76766968
4585,Portugal,15.45625019
4587,Portugal,15.89315987
4598,Portugal,16.30388069
4593,Portugal,15.75298023
4607,Portugal,16.87122917
4599,Portugal,16.75221062
4604,Portugal,16.72011948
4589,Portugal,15.8705101
4596,Portugal,16.11691093
4581,Portugal,14.97101021
4606,Portugal,16.87122917
4578,Portugal,13.01918983
4577,Portugal,12.22264004
4586,Portugal,15.70429993
4590,Portugal,15.41162014
4665,Qatar,11.99582005
4651,Qatar,12.55677986
4652,Qatar,12.81210995
4642,Qatar,11.16573048
4648,Qatar,12.89198017
4664,Qatar,11.43953037
4650,Qatar,12.77415991
4671,Qatar,12.63722038
4668,Qatar,12.02342987
4649,Qatar,12.99153996
4660,Qatar,12.94828033
4656,Qatar,12.28493977
4669,Qatar,12.30768013
4643,Qatar,11.56651974
4653,Qatar,13.34971046
4667,Qatar,11.90872002
4647,Qatar,12.6665802
4644,Qatar,11.94487953
4654,Qatar,13.29403973
4659,Qatar,12.78244519
4658,Qatar,12.61661005
4645,Qatar,12.15437984
4641,Qatar,11.51646042
4670,Qatar,12.63722038
4662,Qatar,11.57071972
4646,Qatar,12.44118023
4684,Romania,12.39365005
4683,Romania,11.91536045
4685,Romania,12.83399963
4698,Romania,14.32149029
4692,Romania,15.5516901
4686,Romania,13.36207962
4679,Romania,11.02046967
4694,Romania,14.6047802
4674,Romania,10.56622028
4675,Romania,10.36369991
4691,Romania,15.66170979
4687,Romania,13.66652012
4672,Romania,11.92111015
4678,Romania,10.89214993
4699,Romania,14.25988007
4696,Romania,14.62440681
4680,Romania,11.13547039
4677,Romania,10.42288971
4703,Romania,14.22990036
4689,Romania,14.62831974
4690,Romania,15.32608986
4682,Romania,11.62876987
4702,Romania,14.22990036
4693,Romania,15.19215965
4676,Romania,10.28365993
4695,Romania,14.61459351
4731,Russian Federation,15.02735043
4721,Russian Federation,13.88510036
4726,Russian Federation,14.57188988
4722,Russian Federation,13.98149967
4707,Russian Federation,12.0488596
4727,Russian Federation,14.75537968
4720,Russian Federation,13.77840996
4719,Russian Federation,13.7517004
4729,Russian Federation,15.12909985
4704,Russian Federation,12.82444
4713,Russian Federation,12.11678028
4724,Russian Federation,14.18549013
4725,Russian Federation,14.6446104
4715,Russian Federation,13.02385521
4733,Russian Federation,15.76636982
4708,Russian Federation,11.79273033
4714,Russian Federation,12.57031775
4734,Russian Federation,15.76636982
4728,Russian Federation,14.77151966
4710,Russian Federation,11.89381981
4712,Russian Federation,11.97801971
4717,Russian Federation,13.93093014
4705,Russian Federation,12.66557026
4716,Russian Federation,13.47739267
4706,Russian Federation,12.4005003
4711,Russian Federation,11.89286041
4748,Rwanda,7.679729939
4758,Rwanda,11.67770958
4763,Rwanda,11.49604034
4765,Rwanda,11.23097038
4764,Rwanda,11.18665981
4752,Rwanda,10.01309013
4740,Rwanda,6.316240099
4757,Rwanda,11.43978977
4737,Rwanda,5.803090043
4742,Rwanda,6.658340136
4767,Rwanda,11.23097038
4747,Rwanda,7.382740021
4738,Rwanda,5.974140061
4743,Rwanda,6.829390155
4746,Rwanda,7.478769779
4750,Rwanda,8.851280212
4755,Rwanda,10.96794033
4756,Rwanda,11.20610046
4759,Rwanda,11.51414013
4766,Rwanda,11.23097038
4762,Rwanda,11.49981976
4749,Rwanda,8.189399719
4744,Rwanda,7.000440174
4751,Rwanda,9.171500206
4741,Rwanda,6.487290117
4753,Rwanda,10.41926956
2976,Saint Kitts and Nevis,12.69515827
3003,Saint Kitts and Nevis,15.25696394
2990,Saint Kitts and Nevis,14.1932476
2983,Saint Kitts and Nevis,13.63583298
3001,Saint Kitts and Nevis,15.08812564
2997,Saint Kitts and Nevis,14.75603362
2996,Saint Kitts and Nevis,14.67415905
2986,Saint Kitts and Nevis,13.87472496
2999,Saint Kitts and Nevis,14.92115576
2980,Saint Kitts and Nevis,13.39694099
2993,Saint Kitts and Nevis,14.43213959
2994,Saint Kitts and Nevis,14.51177025
2982,Saint Kitts and Nevis,13.55620232
2989,Saint Kitts and Nevis,14.11361694
2984,Saint Kitts and Nevis,13.71546364
3000,Saint Kitts and Nevis,15.00440845
2977,Saint Kitts and Nevis,12.89924386
3002,Saint Kitts and Nevis,15.17230994
3005,Saint Kitts and Nevis,15.42769157
2979,Saint Kitts and Nevis,13.31731033
2988,Saint Kitts and Nevis,14.03398628
2995,Saint Kitts and Nevis,14.59273877
2978,Saint Kitts and Nevis,13.1066103
2998,Saint Kitts and Nevis,14.838365
3004,Saint Kitts and Nevis,15.34209028
2987,Saint Kitts and Nevis,13.95435562
3203,Saint Lucia,13.47947979
3205,Saint Lucia,13.24115987
3213,Saint Lucia,12.2878802
3224,Saint Lucia,13.73343647
3228,Saint Lucia,13.99927044
3204,Saint Lucia,13.36031983
3211,Saint Lucia,12.52620012
3208,Saint Lucia,12.88368
3223,Saint Lucia,13.57168269
3231,Saint Lucia,12.86610985
3209,Saint Lucia,12.76452004
3202,Saint Lucia,13.59970253
3226,Saint Lucia,14.3461504
3216,Saint Lucia,12.78090954
3206,Saint Lucia,13.12199991
3218,Saint Lucia,12.76291382
3210,Saint Lucia,12.64536008
3230,Saint Lucia,12.86610985
3227,Saint Lucia,14.04967022
3212,Saint Lucia,12.40704016
3217,Saint Lucia,12.60116005
3225,Saint Lucia,13.89519024
3201,Saint Lucia,13.72099753
3207,Saint Lucia,13.00283996
3215,Saint Lucia,12.42891026
3221,Saint Lucia,13.24817514
5924,Saint Vincent and the Grenadines,12.12401146
5923,Saint Vincent and the Grenadines,12.01808923
5937,Saint Vincent and the Grenadines,13.56296015
5921,Saint Vincent and the Grenadines,11.80901289
5941,Saint Vincent and the Grenadines,13.98716021
5945,Saint Vincent and the Grenadines,14.31507015
5942,Saint Vincent and the Grenadines,14.09321022
5930,Saint Vincent and the Grenadines,12.77943993
5935,Saint Vincent and the Grenadines,13.35086012
5936,Saint Vincent and the Grenadines,13.45691013
5947,Saint Vincent and the Grenadines,14.49253785
5932,Saint Vincent and the Grenadines,12.95664024
5951,Saint Vincent and the Grenadines,14.67220567
5927,Saint Vincent and the Grenadines,12.44741242
5946,Saint Vincent and the Grenadines,14.40353068
5948,Saint Vincent and the Grenadines,14.58209505
5938,Saint Vincent and the Grenadines,13.66901016
5949,Saint Vincent and the Grenadines,14.67220567
5940,Saint Vincent and the Grenadines,13.88111019
5931,Saint Vincent and the Grenadines,12.92613029
5944,Saint Vincent and the Grenadines,14.30531025
5950,Saint Vincent and the Grenadines,14.67220567
5926,Saint Vincent and the Grenadines,12.33866479
5928,Saint Vincent and the Grenadines,12.55711852
5939,Saint Vincent and the Grenadines,13.77506018
5934,Saint Vincent and the Grenadines,13.2448101
6065,Samoa,12.14929857
6076,Samoa,12.37738857
6069,Samoa,12.23224039
6071,Samoa,12.2737113
6059,Samoa,12.02488585
6054,Samoa,11.9888
6063,Samoa,12.10782766
6061,Samoa,12.06635675
6078,Samoa,12.41885948
6052,Samoa,11.9663
6077,Samoa,12.39812403
6056,Samoa,12.01123047
6062,Samoa,12.08709221
6049,Samoa,11.9328
6050,Samoa,11.944
6060,Samoa,12.0456213
6070,Samoa,12.25297585
6051,Samoa,11.9551
6067,Samoa,12.19076948
6057,Samoa,12.12755013
6068,Samoa,12.21150494
6064,Samoa,12.12856312
6048,Samoa,11.9216
6066,Samoa,12.17003403
6072,Samoa,12.29444675
6079,Samoa,12.41885948
4993,San Marino,
5004,San Marino,
5021,San Marino,11.96094036
5018,San Marino,12.11354017
5017,San Marino,12.11354017
4995,San Marino,12.11354017
5006,San Marino,12.11354017
5011,San Marino,12.11354017
5013,San Marino,12.11354017
5023,San Marino,12.26613998
5014,San Marino,12.26613998
5002,San Marino,12.26613998
5019,San Marino,12.26613998
4994,San Marino,12.26613998
4999,San Marino,12.26613998
5009,San Marino,12.26613998
5022,San Marino,12.26613998
5003,San Marino,
5001,San Marino,
4992,San Marino,
5005,San Marino,
5010,San Marino,
5000,San Marino,
5016,San Marino,
5015,San Marino,
4998,San Marino,
5148,Sao Tome and Principe,13.11991119
5126,Sao Tome and Principe,8.741707737
5143,Sao Tome and Principe,11.08731031
