,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
4862,Senegal,False,False,False,False,False,False,False,False,False
953,Canada,False,False,False,False,False,False,False,False,False
540,Bulgaria,False,False,False,False,False,False,False,False,False
2817,Kazakhstan,False,False,False,False,False,False,False,False,False
5454,Thailand,False,False,False,False,False,False,False,False,False
3935,Mauritius,False,False,False,False,False,False,False,False,False
5336,Seychelles,False,False,False,False,False,False,False,False,False
4416,Philippines,False,False,False,False,False,False,False,False,False
3360,Luxembourg,False,False,False,False,False,False,False,False,False
4538,Poland,False,False,False,False,False,False,False,False,False
3341,Lithuania,False,False,False,False,False,False,False,False,False
2597,Iraq,False,False,False,False,False,False,False,False,False
970,Switzerland,False,False,False,False,False,False,False,False,False
1072,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
2216,Grenada,True,False,False,True,False,False,False,False,False
543,Bulgaria,False,False,False,False,False,False,False,False,False
3169,Libya,False,False,False,False,False,False,False,False,False
5605,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
1710,Spain,False,False,False,False,False,False,False,False,False
1363,Cyprus,False,False,False,False,False,False,False,False,False
5218,Slovenia,True,True,False,False,False,False,False,False,False
459,Burkina Faso,False,False,False,False,False,False,False,False,False
4159,Netherlands,False,False,False,False,False,False,False,False,False
4118,Nicaragua,False,False,False,False,False,False,False,False,False
1269,Cabo Verde,False,False,False,False,False,False,False,False,False
2647,Iceland,False,False,False,False,False,False,False,False,False
2298,Guyana,False,False,False,False,False,False,False,False,False
5528,Turkmenistan,False,False,False,False,False,False,False,False,False
4405,Peru,False,False,False,False,False,False,False,False,False
4870,Singapore,False,False,False,False,False,False,False,False,False
766,Brazil,False,False,False,False,False,False,False,False,False
1351,Cyprus,False,False,False,False,False,False,False,False,False
3552,Maldives,True,False,False,False,False,False,False,False,False
3492,Moldova,False,False,False,False,False,False,False,False,False
4912,Solomon Islands,False,False,False,False,False,False,False,False,False
175,Argentina,False,False,False,False,False,False,False,False,False
471,Burkina Faso,False,False,False,False,False,False,False,False,False
414,Belgium,False,False,False,False,False,False,False,False,False
747,Brazil,False,False,False,False,False,False,False,False,False
4199,Nepal,False,False,False,False,False,False,False,False,False
5291,Eswatini,False,False,False,False,False,False,False,False,False
1728,Estonia,False,False,False,False,False,False,False,False,False
1696,Spain,False,False,False,False,False,False,False,False,False
2160,Equatorial Guinea,False,False,False,False,False,False,False,False,False
966,Switzerland,False,False,False,False,False,False,False,False,False
3801,Montenegro,False,False,False,False,False,False,False,False,False
4095,Nigeria,False,False,False,False,False,False,False,False,False
1731,Estonia,False,False,False,False,False,False,False,False,False
5584,Tonga,False,False,False,False,False,False,False,False,False
746,Brazil,False,False,False,False,False,False,False,False,False
1563,Dominican Republic,False,False,False,False,False,False,False,False,False
5758,Tanzania,False,False,False,False,False,False,False,False,False
2558,Ireland,False,False,False,False,False,False,False,False,False
3057,Kuwait,False,False,False,False,False,False,False,False,False
5266,Sweden,False,False,False,False,False,False,False,False,False
314,Austria,False,False,False,False,False,False,False,False,False
144,United Arab Emirates,False,False,False,False,False,False,False,False,False
2517,India,False,False,False,False,False,False,False,False,False
4201,Nepal,False,False,False,False,False,False,False,False,False
789,Barbados,False,False,False,False,False,False,False,False,False
203,Armenia,False,False,False,False,False,False,False,False,False
436,Benin,False,False,False,False,False,False,False,False,False
815,Brunei Darussalam,False,False,False,False,False,False,False,False,False
3218,Saint Lucia,False,False,False,False,False,False,False,False,False
683,Belize,False,False,False,False,False,False,False,False,False
2456,Hungary,False,False,False,False,False,False,False,False,False
1493,Dominica,False,False,False,False,False,False,False,False,False
499,Bangladesh,False,False,False,False,False,False,False,False,False
2214,Grenada,True,False,False,True,False,False,False,False,False
2812,Japan,False,False,False,False,False,False,False,False,False
6070,Samoa,False,False,False,False,False,False,False,False,False
245,Antigua and Barbuda,False,False,False,False,False,False,False,False,False
279,Australia,False,False,False,False,False,False,False,False,False
999,Chile,False,False,False,False,False,False,False,False,False
4799,Saudi Arabia,False,False,False,False,False,False,False,False,False
5381,Chad,True,False,False,True,False,False,False,False,False
2535,Ireland,False,False,False,False,False,False,False,False,False
1185,Colombia,False,False,False,False,False,False,False,False,False
3936,Malawi,False,False,False,False,False,False,False,False,False
5303,Eswatini,False,False,False,False,False,False,False,False,False
1560,Dominican Republic,False,False,False,False,False,False,False,False,False
4390,Peru,False,False,False,False,False,False,False,False,False
5529,Turkmenistan,False,False,False,False,False,False,False,False,False
5906,Uzbekistan,False,False,False,False,False,False,False,False,False
2998,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
4339,Pakistan,False,False,False,False,False,False,False,False,False
2964,Kiribati,False,False,False,False,False,False,False,False,False
2487,Indonesia,False,False,False,False,False,False,False,False,False
4927,Solomon Islands,False,False,False,False,False,False,False,False,False
2854,Kenya,False,False,False,False,False,False,False,False,False
1299,Costa Rica,False,False,False,False,False,False,False,False,False
6046,Vanuatu,False,False,False,False,False,False,False,False,False
6120,South Africa,False,False,False,False,False,False,False,False,False
5739,Tanzania,False,False,False,False,False,False,False,False,False
3531,Madagascar,False,False,False,False,False,False,False,False,False
2693,Italy,False,False,False,False,False,False,False,False,False
5683,Türkiye,False,False,False,False,False,False,False,False,False
2609,Iraq,False,False,False,False,False,False,False,False,False
4592,Portugal,False,False,False,False,False,False,False,False,False
291,Austria,False,False,False,False,False,False,False,False,False
4057,Niger,False,False,False,False,False,False,False,False,False
4162,Norway,False,False,False,False,False,False,False,False,False
871,Botswana,False,False,False,False,False,False,False,False,False
3999,Malaysia,False,False,False,False,False,False,False,False,False
5122,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
47,Angola,False,False,False,False,False,False,False,False,False
266,Australia,False,False,False,False,False,False,False,False,False
3752,Myanmar,False,False,False,False,False,False,False,False,False
3698,Mali,False,False,False,False,False,False,False,False,False
4173,Norway,False,False,False,False,False,False,False,False,False
335,Azerbaijan,False,False,False,False,False,False,False,False,False
3010,South Korea,False,False,False,False,False,False,False,False,False
2229,Grenada,False,False,False,False,False,False,False,False,False
5632,Tunisia,False,False,False,False,False,False,False,False,False
480,Bangladesh,False,False,False,False,False,False,False,False,False
1064,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
6032,Vanuatu,False,False,False,False,False,False,False,False,False
1407,Czechia,False,False,False,False,False,False,False,False,False
3285,Sri Lanka,False,False,False,False,False,False,False,False,False
1467,Djibouti,False,False,False,False,False,False,False,False,False
4759,Rwanda,False,False,False,False,False,False,False,False,False
158,United Arab Emirates,False,False,False,False,False,False,False,False,False
4887,Singapore,False,False,False,False,False,False,False,False,False
3135,Lebanon,False,False,False,False,False,False,False,False,False
5798,Ukraine,False,False,False,False,False,False,False,False,False
2662,Israel,False,False,False,False,False,False,False,False,False
3803,Montenegro,False,False,False,False,False,False,False,False,False
5935,Saint Vincent and the Grenadines,False,False,False,False,False,False,False,False,False
3273,Sri Lanka,False,False,False,False,False,False,False,False,False
1304,Costa Rica,False,False,False,False,False,False,False,False,False
1703,Spain,False,False,False,False,False,False,False,False,False
4210,Nepal,False,False,False,False,False,False,False,False,False
508,Bangladesh,False,False,False,False,False,False,False,False,False
2462,Hungary,False,False,False,False,False,False,False,False,False
491,Bangladesh,False,False,False,False,False,False,False,False,False
2804,Japan,False,False,False,False,False,False,False,False,False
5638,Tunisia,False,False,False,False,False,False,False,False,False
2454,Hungary,False,False,False,False,False,False,False,False,False
1180,Congo,False,False,False,False,False,False,False,False,False
441,Benin,False,False,False,False,False,False,False,False,False
3188,Libya,False,False,False,False,False,False,False,False,False
895,Botswana,False,False,False,False,False,False,False,False,False
1945,Gabon,False,False,False,False,False,False,False,False,False
5189,Slovakia,False,False,False,False,False,False,False,False,False
2746,Jamaica,False,False,False,False,False,False,False,False,False
1024,China,False,False,False,False,False,False,False,False,False
3335,Lithuania,False,False,False,False,False,False,False,False,False
5750,Tanzania,False,False,False,False,False,False,False,False,False
2756,Jordan,False,False,False,False,False,False,False,False,False
1379,Czechia,False,False,False,False,False,False,False,False,False
1917,Micronesia,False,False,False,False,False,False,False,False,False
3591,Mexico,False,False,False,False,False,False,False,False,False
2437,Hungary,False,False,False,False,False,False,False,False,False
3394,Latvia,False,False,False,False,False,False,False,False,False
3384,Luxembourg,False,False,False,False,False,False,False,False,False
178,Argentina,False,False,False,False,False,False,False,False,False
955,Canada,False,False,False,False,False,False,False,False,False
4045,Niger,False,False,False,False,False,False,False,False,False
2863,Kenya,False,False,False,False,False,False,False,False,False
107,Andorra,False,False,False,False,False,False,False,False,False
102,Andorra,True,False,False,True,False,False,False,False,False
1637,Egypt,False,False,False,False,False,False,False,False,False
5749,Tanzania,False,False,False,False,False,False,False,False,False
2010,Georgia,False,False,False,False,False,False,False,False,False
915,Central African Republic,False,False,False,False,False,False,False,False,False
5367,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
2292,Guyana,False,False,False,False,False,False,False,False,False
3119,Lebanon,False,False,False,False,False,False,False,False,False
5981,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
5132,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
3426,Morocco,False,False,False,False,False,False,False,False,False
1439,Germany,False,False,False,False,False,False,False,False,False
5554,Timor-Leste,False,False,False,False,False,False,False,False,False
5738,Tanzania,False,False,False,False,False,False,False,False,False
3452,Morocco,False,False,False,False,False,False,False,False,False
5867,United States of America,False,False,False,False,False,False,False,False,False
3121,Lebanon,False,False,False,False,False,False,False,False,False
2066,Guinea,False,False,False,False,False,False,False,False,False
2345,Honduras,False,False,False,False,False,False,False,False,False
3732,Malta,False,False,False,False,False,False,False,False,False
3286,Sri Lanka,False,False,False,False,False,False,False,False,False
3952,Malawi,False,False,False,False,False,False,False,False,False
2942,Cambodia,False,False,False,False,False,False,False,False,False
1399,Czechia,False,False,False,False,False,False,False,False,False
3073,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
3312,Lesotho,False,False,False,False,False,False,False,False,False
1944,Gabon,False,False,False,False,False,False,False,False,False
1910,Micronesia,False,False,False,False,False,False,False,False,False
3976,Malaysia,False,False,False,False,False,False,False,False,False
4606,Portugal,False,False,False,False,False,False,False,False,False
2643,Iceland,False,False,False,False,False,False,False,False,False
6095,Yemen,False,False,False,False,False,False,False,False,False
4940,Sierra Leone,False,False,False,False,False,False,False,False,False
3152,Liberia,False,False,False,False,False,False,False,False,False
6124,South Africa,False,False,False,False,False,False,False,False,False
1371,Cyprus,False,False,False,False,False,False,False,False,False
5430,Togo,False,False,False,False,False,False,False,False,False
5625,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
3537,Madagascar,False,False,False,False,False,False,False,False,False
6043,Vanuatu,False,False,False,False,False,False,False,False,False
1076,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
2442,Hungary,False,False,False,False,False,False,False,False,False
2816,Kazakhstan,False,False,False,False,False,False,False,False,False
2726,Jamaica,False,False,False,False,False,False,False,False,False
5621,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
708,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
733,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
4925,Solomon Islands,False,False,False,False,False,False,False,False,False
1923,Gabon,False,False,False,False,False,False,False,False,False
161,Argentina,False,False,False,False,False,False,False,False,False
831,Brunei Darussalam,False,False,False,False,False,False,False,False,False
2556,Ireland,False,False,False,False,False,False,False,False,False
4283,New Zealand,False,False,False,False,False,False,False,False,False
6192,Zimbabwe,False,False,False,False,False,False,False,False,False
1074,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
1863,France,False,False,False,False,False,False,False,False,False
839,Bhutan,True,False,False,True,False,False,False,False,False
4020,Namibia,False,False,False,False,False,False,False,False,False
2283,Guyana,False,False,False,False,False,False,False,False,False
2370,Croatia,True,True,False,False,False,False,False,False,False
4624,Paraguay,False,False,False,False,False,False,False,False,False
2091,Gambia,False,False,False,False,False,False,False,False,False
4720,Russian Federation,False,False,False,False,False,False,False,False,False
5855,Uruguay,False,False,False,False,False,False,False,False,False
5800,Ukraine,False,False,False,False,False,False,False,False,False
268,Australia,False,False,False,False,False,False,False,False,False
917,Central African Republic,False,False,False,False,False,False,False,False,False
3177,Libya,False,False,False,False,False,False,False,False,False
1069,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
6031,Vanuatu,False,False,False,False,False,False,False,False,False
6174,Zambia,False,False,False,False,False,False,False,False,False
4380,Panama,False,False,False,False,False,False,False,False,False
5342,Seychelles,False,False,False,False,False,False,False,False,False
5961,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
4779,Saudi Arabia,False,False,False,False,False,False,False,False,False
1599,Algeria,False,False,False,False,False,False,False,False,False
4168,Norway,False,False,False,False,False,False,False,False,False
3024,South Korea,False,False,False,False,False,False,False,False,False
4812,Sudan,False,False,False,False,False,False,False,False,False
511,Bangladesh,False,False,False,False,False,False,False,False,False
5501,Tajikistan,False,False,False,False,False,False,False,False,False
5444,Thailand,False,False,False,False,False,False,False,False,False
4193,Nepal,False,False,False,False,False,False,False,False,False
3019,South Korea,False,False,False,False,False,False,False,False,False
3041,Kuwait,False,False,False,False,False,False,False,False,False
5643,Tunisia,False,False,False,False,False,False,False,False,False
1983,United Kingdom,False,False,False,False,False,False,False,False,False
910,Central African Republic,False,False,False,False,False,False,False,False,False
5410,Togo,False,False,False,False,False,False,False,False,False
4286,New Zealand,False,False,False,False,False,False,False,False,False
425,Benin,False,False,False,False,False,False,False,False,False
3581,Maldives,False,False,False,False,False,False,False,False,False
4414,Peru,False,False,False,False,False,False,False,False,False
559,Bahrain,False,False,False,False,False,False,False,False,False
3693,Mali,False,False,False,False,False,False,False,False,False
3765,Myanmar,False,False,False,False,False,False,False,False,False
5403,Chad,False,False,False,False,False,False,False,False,False
5265,Sweden,False,False,False,False,False,False,False,False,False
330,Azerbaijan,False,False,False,False,False,False,False,False,False
1833,Fiji,False,False,False,False,False,False,False,False,False
1221,Comoros,True,False,False,True,False,False,False,False,False
4677,Romania,False,False,False,False,False,False,False,False,False
3379,Luxembourg,False,False,False,False,False,False,False,False,False
4891,Singapore,False,False,False,False,False,False,False,False,False
356,Burundi,False,False,False,False,False,False,False,False,False
2512,India,False,False,False,False,False,False,False,False,False
1170,Congo,False,False,False,False,False,False,False,False,False
5272,Sweden,False,False,False,False,False,False,False,False,False
1337,Cuba,False,False,False,False,False,False,False,False,False
5950,Saint Vincent and the Grenadines,False,False,False,False,False,False,False,False,False
5346,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
1688,Eritrea,False,False,False,False,False,False,False,False,False
5819,Ukraine,False,False,False,False,False,False,False,False,False
1714,Spain,False,False,False,False,False,False,False,False,False
535,Bulgaria,False,False,False,False,False,False,False,False,False
5409,Togo,False,False,False,False,False,False,False,False,False
3101,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
833,Bhutan,True,False,False,True,False,False,False,False,False
2083,Gambia,False,False,False,False,False,False,False,False,False
1593,Algeria,False,False,False,False,False,False,False,False,False
5452,Thailand,False,False,False,False,False,False,False,False,False
1715,Spain,False,False,False,False,False,False,False,False,False
5865,United States of America,False,False,False,False,False,False,False,False,False
5295,Eswatini,False,False,False,False,False,False,False,False,False
5832,Uruguay,False,False,False,False,False,False,False,False,False
1366,Cyprus,False,False,False,False,False,False,False,False,False
4331,Pakistan,False,False,False,False,False,False,False,False,False
387,Belgium,False,False,False,False,False,False,False,False,False
558,Bahrain,False,False,False,False,False,False,False,False,False
3859,Mozambique,False,False,False,False,False,False,False,False,False
368,Burundi,False,False,False,False,False,False,False,False,False
55,Angola,False,False,False,False,False,False,False,False,False
2473,Indonesia,False,False,False,False,False,False,False,False,False
861,Bhutan,False,False,False,False,False,False,False,False,False
3933,Mauritius,False,False,False,False,False,False,False,False,False
2581,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3912,Mauritius,False,False,False,False,False,False,False,False,False
571,Bahrain,False,False,False,False,False,False,False,False,False
4864,Singapore,False,False,False,False,False,False,False,False,False
1447,Djibouti,False,False,False,False,False,False,False,False,False
2598,Iraq,False,False,False,False,False,False,False,False,False
5609,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
4082,Nigeria,False,False,False,False,False,False,False,False,False
6159,Zambia,False,False,False,False,False,False,False,False,False
3241,Liechtenstein,True,False,False,False,False,False,False,False,False
4694,Romania,False,False,False,False,False,False,False,False,False
4669,Qatar,False,False,False,False,False,False,False,False,False
6025,Vanuatu,True,False,False,True,False,False,False,False,False
5997,Viet Nam,False,False,False,False,False,False,False,False,False
961,Switzerland,False,False,False,False,False,False,False,False,False
5255,Sweden,False,False,False,False,False,False,False,False,False
190,Argentina,False,False,False,False,False,False,False,False,False
1434,Germany,False,False,False,False,False,False,False,False,False
2798,Japan,False,False,False,False,False,False,False,False,False
5650,Tunisia,False,False,False,False,False,False,False,False,False
4085,Nigeria,False,False,False,False,False,False,False,False,False
2156,Equatorial Guinea,False,False,False,False,False,False,False,False,False
2208,Grenada,True,False,False,True,False,False,False,False,False
5531,Turkmenistan,False,False,False,False,False,False,False,False,False
1725,Spain,False,False,False,False,False,False,False,False,False
2856,Kenya,False,False,False,False,False,False,False,False,False
108,Andorra,False,False,False,False,False,False,False,False,False
4397,Peru,False,False,False,False,False,False,False,False,False
4137,Netherlands,False,False,False,False,False,False,False,False,False
1018,Chile,False,False,False,False,False,False,False,False,False
659,Belarus,False,False,False,False,False,False,False,False,False
5971,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
1716,Spain,False,False,False,False,False,False,False,False,False
2952,Kiribati,True,False,False,True,False,False,False,False,False
2827,Kazakhstan,False,False,False,False,False,False,False,False,False
3311,Lesotho,False,False,False,False,False,False,False,False,False
3771,Myanmar,False,False,False,False,False,False,False,False,False
2772,Jordan,False,False,False,False,False,False,False,False,False
2397,Croatia,False,False,False,False,False,False,False,False,False
2783,Jordan,False,False,False,False,False,False,False,False,False
1756,Estonia,False,False,False,False,False,False,False,False,False
3327,Lesotho,False,False,False,False,False,False,False,False,False
761,Brazil,False,False,False,False,False,False,False,False,False
3550,Madagascar,False,False,False,False,False,False,False,False,False
1510,Denmark,False,False,False,False,False,False,False,False,False
1556,Dominican Republic,False,False,False,False,False,False,False,False,False
5918,Uzbekistan,False,False,False,False,False,False,False,False,False
3898,Mauritania,False,False,False,False,False,False,False,False,False
2586,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3314,Lesotho,False,False,False,False,False,False,False,False,False
3348,Lithuania,False,False,False,False,False,False,False,False,False
2518,India,False,False,False,False,False,False,False,False,False
1325,Cuba,False,False,False,False,False,False,False,False,False
1747,Estonia,False,False,False,False,False,False,False,False,False
6148,Zambia,False,False,False,False,False,False,False,False,False
1534,Denmark,False,False,False,False,False,False,False,False,False
2051,Guinea,False,False,False,False,False,False,False,False,False
1824,Fiji,False,False,False,False,False,False,False,False,False
2106,Gambia,False,False,False,False,False,False,False,False,False
3860,Mozambique,False,False,False,False,False,False,False,False,False
4686,Romania,False,False,False,False,False,False,False,False,False
4849,Senegal,False,False,False,False,False,False,False,False,False
2641,Iceland,False,False,False,False,False,False,False,False,False
449,Burkina Faso,True,False,False,True,False,False,False,False,False
5659,Tunisia,False,False,False,False,False,False,False,False,False
4287,New Zealand,False,False,False,False,False,False,False,False,False
2333,Hong Kong,False,False,False,False,False,False,False,False,False
1150,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
59,Angola,False,False,False,False,False,False,False,False,False
1240,Comoros,False,False,False,False,False,False,False,False,False
5890,Uzbekistan,True,False,False,True,False,False,False,False,False
5260,Sweden,False,False,False,False,False,False,False,False,False
3104,Lebanon,True,False,False,True,False,False,False,False,False
1340,Cuba,False,False,False,False,False,False,False,False,False
5537,Timor-Leste,True,False,False,True,False,False,False,False,False
3561,Maldives,False,False,False,False,False,False,False,False,False
4672,Romania,False,False,False,False,False,False,False,False,False
3164,Liberia,False,False,False,False,False,False,False,False,False
3932,Mauritius,False,False,False,False,False,False,False,False,False
1358,Cyprus,False,False,False,False,False,False,False,False,False
4147,Netherlands,False,False,False,False,False,False,False,False,False
2244,Guatemala,False,False,False,False,False,False,False,False,False
394,Belgium,False,False,False,False,False,False,False,False,False
2572,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
5586,Tonga,False,False,False,False,False,False,False,False,False
4291,Oman,True,False,False,True,False,False,False,False,False
2645,Iceland,False,False,False,False,False,False,False,False,False
6138,South Africa,False,False,False,False,False,False,False,False,False
2946,Kiribati,True,False,False,True,False,False,False,False,False
6093,Yemen,False,False,False,False,False,False,False,False,False
5863,United States of America,False,False,False,False,False,False,False,False,False
264,Australia,False,False,False,False,False,False,False,False,False
3673,North Macedonia,False,False,False,False,False,False,False,False,False
5445,Thailand,False,False,False,False,False,False,False,False,False
5802,Ukraine,False,False,False,False,False,False,False,False,False
706,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
1445,Djibouti,False,False,False,False,False,False,False,False,False
1099,Cameroon,False,False,False,False,False,False,False,False,False
1266,Cabo Verde,False,False,False,False,False,False,False,False,False
3809,Mongolia,False,False,False,False,False,False,False,False,False
4514,Poland,False,False,False,False,False,False,False,False,False
2424,Haiti,False,False,False,False,False,False,False,False,False
7,Afghanistan,False,False,False,False,False,False,False,False,False
2016,Ghana,False,False,False,False,False,False,False,False,False
4048,Niger,False,False,False,False,False,False,False,False,False
5810,Ukraine,False,False,False,False,False,False,False,False,False
2500,India,False,False,False,False,False,False,False,False,False
1969,United Kingdom,False,False,False,False,False,False,False,False,False
3925,Mauritius,False,False,False,False,False,False,False,False,False
2823,Kazakhstan,False,False,False,False,False,False,False,False,False
199,Armenia,False,False,False,False,False,False,False,False,False
2486,Indonesia,False,False,False,False,False,False,False,False,False
4015,Namibia,False,False,False,False,False,False,False,False,False
3145,Liberia,False,False,False,False,False,False,False,False,False
1932,Gabon,False,False,False,False,False,False,False,False,False
4367,Panama,False,False,False,False,False,False,False,False,False
3588,Mexico,False,False,False,False,False,False,False,False,False
2941,Cambodia,False,False,False,False,False,False,False,False,False
1672,Eritrea,True,False,False,True,False,False,False,False,False
1834,Fiji,False,False,False,False,False,False,False,False,False
398,Belgium,False,False,False,False,False,False,False,False,False
4695,Romania,False,False,False,False,False,False,False,False,False
2385,Croatia,False,False,False,False,False,False,False,False,False
5852,Uruguay,False,False,False,False,False,False,False,False,False
5164,Suriname,True,False,False,True,False,False,False,False,False
866,Botswana,False,False,False,False,False,False,False,False,False
346,Azerbaijan,False,False,False,False,False,False,False,False,False
598,Bahamas,False,False,False,False,False,False,False,False,False
2394,Croatia,False,False,False,False,False,False,False,False,False
3078,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
1901,Micronesia,False,False,False,False,False,False,False,False,False
574,Bahrain,False,False,False,False,False,False,False,False,False
2539,Ireland,False,False,False,False,False,False,False,False,False
382,Burundi,False,False,False,False,False,False,False,False,False
837,Bhutan,True,False,False,True,False,False,False,False,False
5177,Suriname,False,False,False,False,False,False,False,False,False
3042,Kuwait,False,False,False,False,False,False,False,False,False
4981,El Salvador,False,False,False,False,False,False,False,False,False
3358,Lithuania,False,False,False,False,False,False,False,False,False
5388,Chad,False,False,False,False,False,False,False,False,False
2843,Kazakhstan,False,False,False,False,False,False,False,False,False
1805,Finland,False,False,False,False,False,False,False,False,False
776,Barbados,False,False,False,False,False,False,False,False,False
1685,Eritrea,False,False,False,False,False,False,False,False,False
6075,Samoa,False,False,False,False,False,False,False,False,False
2494,Indonesia,False,False,False,False,False,False,False,False,False
6047,Vanuatu,False,False,False,False,False,False,False,False,False
3264,Sri Lanka,False,False,False,False,False,False,False,False,False
5743,Tanzania,False,False,False,False,False,False,False,False,False
3729,Malta,False,False,False,False,False,False,False,False,False
4533,Poland,False,False,False,False,False,False,False,False,False
2488,Indonesia,False,False,False,False,False,False,False,False,False
2660,Israel,False,False,False,False,False,False,False,False,False
1178,Congo,False,False,False,False,False,False,False,False,False
301,Austria,False,False,False,False,False,False,False,False,False
4754,Rwanda,False,False,False,False,False,False,False,False,False
1134,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
621,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
2926,Cambodia,False,False,False,False,False,False,False,False,False
323,Azerbaijan,True,False,False,True,False,False,False,False,False
4504,Papua New Guinea,False,False,False,False,False,False,False,False,False
4120,Nicaragua,False,False,False,False,False,False,False,False,False
3431,Morocco,False,False,False,False,False,False,False,False,False
4839,Senegal,False,False,False,False,False,False,False,False,False
132,United Arab Emirates,False,False,False,False,False,False,False,False,False
1998,Georgia,False,False,False,False,False,False,False,False,False
1364,Cyprus,False,False,False,False,False,False,False,False,False
2209,Grenada,True,False,False,True,False,False,False,False,False
151,United Arab Emirates,False,False,False,False,False,False,False,False,False
4077,Nigeria,False,False,False,False,False,False,False,False,False
2124,Guinea-Bissau,True,False,False,True,False,False,False,False,False
3575,Maldives,False,False,False,False,False,False,False,False,False
164,Argentina,False,False,False,False,False,False,False,False,False
3204,Saint Lucia,False,False,False,False,False,False,False,False,False
369,Burundi,False,False,False,False,False,False,False,False,False
3254,Liechtenstein,False,False,False,False,False,False,False,False,False
6098,Yemen,False,False,False,False,False,False,False,False,False
1179,Congo,False,False,False,False,False,False,False,False,False
3855,Mozambique,False,False,False,False,False,False,False,False,False
116,Andorra,False,False,False,False,False,False,False,False,False
5557,Timor-Leste,False,False,False,False,False,False,False,False,False
4726,Russian Federation,False,False,False,False,False,False,False,False,False
1887,France,False,False,False,False,False,False,False,False,False
4776,Saudi Arabia,False,False,False,False,False,False,False,False,False
4609,Paraguay,False,False,False,False,False,False,False,False,False
5690,Türkiye,False,False,False,False,False,False,False,False,False
2425,Haiti,False,False,False,False,False,False,False,False,False
328,Azerbaijan,False,False,False,False,False,False,False,False,False
2689,Italy,False,False,False,False,False,False,False,False,False
1680,Eritrea,False,False,False,False,False,False,False,False,False
2875,Kenya,False,False,False,False,False,False,False,False,False
691,Belize,False,False,False,False,False,False,False,False,False
3980,Malaysia,False,False,False,False,False,False,False,False,False
5973,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
5068,Serbia,False,False,False,False,False,False,False,False,False
2803,Japan,False,False,False,False,False,False,False,False,False
4525,Poland,False,False,False,False,False,False,False,False,False
2186,Greece,False,False,False,False,False,False,False,False,False
3846,Mozambique,False,False,False,False,False,False,False,False,False
3260,Liechtenstein,False,False,False,False,False,False,False,False,False
3764,Myanmar,False,False,False,False,False,False,False,False,False
1570,Algeria,False,False,False,False,False,False,False,False,False
1132,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
80,Albania,False,False,False,False,False,False,False,False,False
1343,Cuba,False,False,False,False,False,False,False,False,False
110,Andorra,False,False,False,False,False,False,False,False,False
1007,Chile,False,False,False,False,False,False,False,False,False
3983,Malaysia,False,False,False,False,False,False,False,False,False
1468,Djibouti,False,False,False,False,False,False,False,False,False
3296,Lesotho,False,False,False,False,False,False,False,False,False
5152,Suriname,True,False,False,True,False,False,False,False,False
1086,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
1782,Ethiopia,False,False,False,False,False,False,False,False,False
2162,Equatorial Guinea,False,False,False,False,False,False,False,False,False
4463,Palau,False,False,False,False,False,False,False,False,False
3324,Lesotho,False,False,False,False,False,False,False,False,False
679,Belize,False,False,False,False,False,False,False,False,False
319,Austria,False,False,False,False,False,False,False,False,False
1647,Egypt,False,False,False,False,False,False,False,False,False
