,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
2364,Honduras,False,False,False,False,False,False,False,False,False
1515,Denmark,False,False,False,False,False,False,False,False,False
883,Botswana,False,False,False,False,False,False,False,False,False
6194,Zimbabwe,False,False,False,False,False,False,False,False,False
458,Burkina Faso,False,False,False,False,False,False,False,False,False
6071,Samoa,False,False,False,False,False,False,False,False,False
5880,United States of America,False,False,False,False,False,False,False,False,False
2665,Israel,False,False,False,False,False,False,False,False,False
1459,Djibouti,False,False,False,False,False,False,False,False,False
1531,Denmark,False,False,False,False,False,False,False,False,False
5485,Tajikistan,False,False,False,False,False,False,False,False,False
1027,China,False,False,False,False,False,False,False,False,False
1620,Ecuador,False,False,False,False,False,False,False,False,False
5475,Tajikistan,False,False,False,False,False,False,False,False,False
3451,Morocco,False,False,False,False,False,False,False,False,False
3649,North Macedonia,True,True,False,False,False,False,False,False,False
4528,Poland,False,False,False,False,False,False,False,False,False
3007,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
3075,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
4183,Norway,False,False,False,False,False,False,False,False,False
3728,Malta,False,False,False,False,False,False,False,False,False
5769,Uganda,False,False,False,False,False,False,False,False,False
5375,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
137,United Arab Emirates,False,False,False,False,False,False,False,False,False
5481,Tajikistan,False,False,False,False,False,False,False,False,False
2901,Kyrgyzstan,False,False,False,False,False,False,False,False,False
5728,Tanzania,False,False,False,False,False,False,False,False,False
2871,Kenya,False,False,False,False,False,False,False,False,False
1026,China,False,False,False,False,False,False,False,False,False
3022,South Korea,False,False,False,False,False,False,False,False,False
719,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
3032,South Korea,False,False,False,False,False,False,False,False,False
3549,Madagascar,False,False,False,False,False,False,False,False,False
3526,Madagascar,True,False,False,True,False,False,False,False,False
3005,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
4163,Norway,False,False,False,False,False,False,False,False,False
2382,Croatia,False,False,False,False,False,False,False,False,False
1245,Comoros,False,False,False,False,False,False,False,False,False
2779,Jordan,False,False,False,False,False,False,False,False,False
5072,Serbia,False,False,False,False,False,False,False,False,False
1629,Ecuador,False,False,False,False,False,False,False,False,False
1940,Gabon,False,False,False,False,False,False,False,False,False
3977,Malaysia,False,False,False,False,False,False,False,False,False
4764,Rwanda,False,False,False,False,False,False,False,False,False
6058,Samoa,False,False,False,False,False,False,False,False,False
2265,Guatemala,False,False,False,False,False,False,False,False,False
5788,Uganda,False,False,False,False,False,False,False,False,False
5949,Saint Vincent and the Grenadines,False,False,False,False,False,False,False,False,False
5615,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
318,Austria,False,False,False,False,False,False,False,False,False
1305,Costa Rica,False,False,False,False,False,False,False,False,False
41,Angola,False,False,False,False,False,False,False,False,False
1127,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
5569,Tonga,False,False,False,False,False,False,False,False,False
2899,Kyrgyzstan,False,False,False,False,False,False,False,False,False
3245,Liechtenstein,False,False,False,False,False,False,False,False,False
3207,Saint Lucia,False,False,False,False,False,False,False,False,False
5762,Uganda,False,False,False,False,False,False,False,False,False
1991,Georgia,True,False,False,True,False,False,False,False,False
3806,Montenegro,False,False,False,False,False,False,False,False,False
1811,Finland,False,False,False,False,False,False,False,False,False
4260,New Zealand,False,False,False,False,False,False,False,False,False
3098,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
4512,Poland,False,False,False,False,False,False,False,False,False
2852,Kenya,False,False,False,False,False,False,False,False,False
4412,Peru,False,False,False,False,False,False,False,False,False
1692,Eritrea,False,False,False,False,False,False,False,False,False
1008,Chile,False,False,False,False,False,False,False,False,False
1825,Fiji,False,False,False,False,False,False,False,False,False
2431,Haiti,False,False,False,False,False,False,False,False,False
575,Bahrain,False,False,False,False,False,False,False,False,False
1466,Djibouti,False,False,False,False,False,False,False,False,False
3439,Morocco,False,False,False,False,False,False,False,False,False
4075,Nigeria,True,False,False,True,False,False,False,False,False
3891,Mauritania,False,False,False,False,False,False,False,False,False
5076,Serbia,False,False,False,False,False,False,False,False,False
2093,Gambia,False,False,False,False,False,False,False,False,False
4529,Poland,False,False,False,False,False,False,False,False,False
1396,Czechia,False,False,False,False,False,False,False,False,False
1279,Cabo Verde,False,False,False,False,False,False,False,False,False
3786,Montenegro,True,False,False,True,False,False,False,False,False
4265,New Zealand,False,False,False,False,False,False,False,False,False
3601,Mexico,False,False,False,False,False,False,False,False,False
5732,Tanzania,False,False,False,False,False,False,False,False,False
952,Canada,False,False,False,False,False,False,False,False,False
1270,Cabo Verde,False,False,False,False,False,False,False,False,False
5443,Thailand,False,False,False,False,False,False,False,False,False
2821,Kazakhstan,False,False,False,False,False,False,False,False,False
185,Argentina,False,False,False,False,False,False,False,False,False
4336,Pakistan,False,False,False,False,False,False,False,False,False
4851,Senegal,False,False,False,False,False,False,False,False,False
1148,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
2413,Haiti,False,False,False,False,False,False,False,False,False
2273,Guyana,False,False,False,False,False,False,False,False,False
1430,Germany,False,False,False,False,False,False,False,False,False
5801,Ukraine,False,False,False,False,False,False,False,False,False
893,Botswana,False,False,False,False,False,False,False,False,False
2050,Guinea,False,False,False,False,False,False,False,False,False
3651,North Macedonia,True,True,False,False,False,False,False,False,False
210,Armenia,False,False,False,False,False,False,False,False,False
1594,Algeria,False,False,False,False,False,False,False,False,False
5155,Suriname,True,False,False,True,False,False,False,False,False
610,Bosnia and Herzegovina,True,True,False,True,False,False,False,False,False
4481,Papua New Guinea,False,False,False,False,False,False,False,False,False
6154,Zambia,False,False,False,False,False,False,False,False,False
4752,Rwanda,False,False,False,False,False,False,False,False,False
3247,Liechtenstein,False,False,False,False,False,False,False,False,False
3069,Kuwait,False,False,False,False,False,False,False,False,False
1071,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
1579,Algeria,False,False,False,False,False,False,False,False,False
4335,Pakistan,False,False,False,False,False,False,False,False,False
3368,Luxembourg,False,False,False,False,False,False,False,False,False
6065,Samoa,False,False,False,False,False,False,False,False,False
4944,Sierra Leone,False,False,False,False,False,False,False,False,False
820,Brunei Darussalam,False,False,False,False,False,False,False,False,False
2027,Ghana,False,False,False,False,False,False,False,False,False
1114,Cameroon,False,False,False,False,False,False,False,False,False
4480,Papua New Guinea,False,False,False,False,False,False,False,False,False
232,Antigua and Barbuda,True,False,False,True,False,False,False,False,False
341,Azerbaijan,False,False,False,False,False,False,False,False,False
4472,Palau,False,False,False,False,False,False,False,False,False
1752,Estonia,False,False,False,False,False,False,False,False,False
3558,Maldives,False,False,False,False,False,False,False,False,False
5546,Timor-Leste,True,False,False,False,False,False,False,False,False
718,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
421,Benin,False,False,False,False,False,False,False,False,False
2077,Guinea,False,False,False,False,False,False,False,False,False
3968,Malaysia,False,False,False,False,False,False,False,False,False
5514,Turkmenistan,True,False,False,False,False,False,False,False,False
2578,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
2379,Croatia,False,False,False,False,False,False,False,False,False
1294,Costa Rica,False,False,False,False,False,False,False,False,False
3546,Madagascar,False,False,False,False,False,False,False,False,False
5591,Tonga,False,False,False,False,False,False,False,False,False
2623,Iraq,False,False,False,False,False,False,False,False,False
6155,Zambia,False,False,False,False,False,False,False,False,False
494,Bangladesh,False,False,False,False,False,False,False,False,False
5456,Thailand,False,False,False,False,False,False,False,False,False
2338,Honduras,False,False,False,False,False,False,False,False,False
3757,Myanmar,False,False,False,False,False,False,False,False,False
3017,South Korea,False,False,False,False,False,False,False,False,False
2041,Ghana,False,False,False,False,False,False,False,False,False
3820,Mongolia,False,False,False,False,False,False,False,False,False
278,Australia,False,False,False,False,False,False,False,False,False
2243,Guatemala,False,False,False,False,False,False,False,False,False
4734,Russian Federation,False,False,False,False,False,False,False,False,False
5550,Timor-Leste,False,False,False,False,False,False,False,False,False
1705,Spain,False,False,False,False,False,False,False,False,False
5415,Togo,False,False,False,False,False,False,False,False,False
2565,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3876,Mauritania,False,False,False,False,False,False,False,False,False
1323,Cuba,False,False,False,False,False,False,False,False,False
139,United Arab Emirates,False,False,False,False,False,False,False,False,False
1562,Dominican Republic,False,False,False,False,False,False,False,False,False
5704,Tuvalu,False,False,False,False,False,False,False,False,False
1500,Dominica,False,False,False,False,False,False,False,False,False
2144,Equatorial Guinea,True,False,False,True,False,False,False,False,False
3836,Mongolia,False,False,False,False,False,False,False,False,False
2018,Ghana,False,False,False,False,False,False,False,False,False
5792,Ukraine,False,False,False,False,False,False,False,False,False
1028,China,False,False,False,False,False,False,False,False,False
3521,Madagascar,True,False,False,True,False,False,False,False,False
2961,Kiribati,False,False,False,False,False,False,False,False,False
4407,Peru,False,False,False,False,False,False,False,False,False
5507,Turkmenistan,True,False,False,True,False,False,False,False,False
607,Bahamas,False,False,False,False,False,False,False,False,False
1823,Finland,False,False,False,False,False,False,False,False,False
5370,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
5875,United States of America,False,False,False,False,False,False,False,False,False
79,Albania,False,False,False,False,False,False,False,False,False
5838,Uruguay,False,False,False,False,False,False,False,False,False
2005,Georgia,False,False,False,False,False,False,False,False,False
4946,Sierra Leone,False,False,False,False,False,False,False,False,False
4785,Saudi Arabia,False,False,False,False,False,False,False,False,False
4307,Oman,False,False,False,False,False,False,False,False,False
2751,Jamaica,False,False,False,False,False,False,False,False,False
3383,Luxembourg,False,False,False,False,False,False,False,False,False
5849,Uruguay,False,False,False,False,False,False,False,False,False
2151,Equatorial Guinea,True,False,False,True,False,False,False,False,False
3685,Mali,False,False,False,False,False,False,False,False,False
3392,Latvia,False,False,False,False,False,False,False,False,False
3400,Latvia,False,False,False,False,False,False,False,False,False
1320,Cuba,False,False,False,False,False,False,False,False,False
479,Burkina Faso,False,False,False,False,False,False,False,False,False
4094,Nigeria,False,False,False,False,False,False,False,False,False
3772,Myanmar,False,False,False,False,False,False,False,False,False
2367,Honduras,False,False,False,False,False,False,False,False,False
2455,Hungary,False,False,False,False,False,False,False,False,False
4478,Palau,False,False,False,False,False,False,False,False,False
4680,Romania,False,False,False,False,False,False,False,False,False
4793,Saudi Arabia,False,False,False,False,False,False,False,False,False
860,Bhutan,False,False,False,False,False,False,False,False,False
1136,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
2145,Equatorial Guinea,True,False,False,True,False,False,False,False,False
4431,Philippines,False,False,False,False,False,False,False,False,False
6145,Zambia,False,False,False,False,False,False,False,False,False
828,Brunei Darussalam,False,False,False,False,False,False,False,False,False
2672,Israel,False,False,False,False,False,False,False,False,False
4705,Russian Federation,False,False,False,False,False,False,False,False,False
5657,Tunisia,False,False,False,False,False,False,False,False,False
2252,Guatemala,False,False,False,False,False,False,False,False,False
3519,Moldova,False,False,False,False,False,False,False,False,False
5473,Tajikistan,False,False,False,False,False,False,False,False,False
2866,Kenya,False,False,False,False,False,False,False,False,False
5623,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
1783,Ethiopia,False,False,False,False,False,False,False,False,False
3822,Mongolia,False,False,False,False,False,False,False,False,False
5846,Uruguay,False,False,False,False,False,False,False,False,False
466,Burkina Faso,False,False,False,False,False,False,False,False,False
5175,Suriname,False,False,False,False,False,False,False,False,False
1296,Costa Rica,False,False,False,False,False,False,False,False,False
2161,Equatorial Guinea,False,False,False,False,False,False,False,False,False
5241,Slovenia,False,False,False,False,False,False,False,False,False
3985,Malaysia,False,False,False,False,False,False,False,False,False
1521,Denmark,False,False,False,False,False,False,False,False,False
52,Angola,False,False,False,False,False,False,False,False,False
3663,North Macedonia,False,False,False,False,False,False,False,False,False
2953,Kiribati,True,False,False,True,False,False,False,False,False
3440,Morocco,False,False,False,False,False,False,False,False,False
3858,Mozambique,False,False,False,False,False,False,False,False,False
1642,Egypt,False,False,False,False,False,False,False,False,False
378,Burundi,False,False,False,False,False,False,False,False,False
2509,India,False,False,False,False,False,False,False,False,False
5323,Seychelles,False,False,False,False,False,False,False,False,False
6096,Yemen,False,False,False,False,False,False,False,False,False
159,United Arab Emirates,False,False,False,False,False,False,False,False,False
6183,Zimbabwe,False,False,False,False,False,False,False,False,False
3443,Morocco,False,False,False,False,False,False,False,False,False
2955,Kiribati,False,False,False,False,False,False,False,False,False
5904,Uzbekistan,False,False,False,False,False,False,False,False,False
5580,Tonga,False,False,False,False,False,False,False,False,False
1173,Congo,False,False,False,False,False,False,False,False,False
960,Switzerland,False,False,False,False,False,False,False,False,False
5070,Serbia,False,False,False,False,False,False,False,False,False
4693,Romania,False,False,False,False,False,False,False,False,False
2075,Guinea,False,False,False,False,False,False,False,False,False
3666,North Macedonia,False,False,False,False,False,False,False,False,False
863,Bhutan,False,False,False,False,False,False,False,False,False
2415,Haiti,False,False,False,False,False,False,False,False,False
5630,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
3496,Moldova,False,False,False,False,False,False,False,False,False
2560,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3266,Sri Lanka,False,False,False,False,False,False,False,False,False
1352,Cyprus,False,False,False,False,False,False,False,False,False
3795,Montenegro,False,False,False,False,False,False,False,False,False
797,Barbados,False,False,False,False,False,False,False,False,False
5391,Chad,False,False,False,False,False,False,False,False,False
1077,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
5903,Uzbekistan,False,False,False,False,False,False,False,False,False
4492,Papua New Guinea,False,False,False,False,False,False,False,False,False
5822,Ukraine,False,False,False,False,False,False,False,False,False
3969,Malaysia,False,False,False,False,False,False,False,False,False
4659,Qatar,False,False,False,False,False,False,False,False,False
1873,France,False,False,False,False,False,False,False,False,False
5612,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
3862,Mozambique,False,False,False,False,False,False,False,False,False
570,Bahrain,False,False,False,False,False,False,False,False,False
2564,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
948,Canada,False,False,False,False,False,False,False,False,False
3243,Liechtenstein,False,False,False,False,False,False,False,False,False
3931,Mauritius,False,False,False,False,False,False,False,False,False
5736,Tanzania,False,False,False,False,False,False,False,False,False
1356,Cyprus,False,False,False,False,False,False,False,False,False
2766,Jordan,False,False,False,False,False,False,False,False,False
4989,El Salvador,False,False,False,False,False,False,False,False,False
4702,Romania,False,False,False,False,False,False,False,False,False
3711,Mali,False,False,False,False,False,False,False,False,False
2126,Guinea-Bissau,True,False,False,True,False,False,False,False,False
5675,Türkiye,False,False,False,False,False,False,False,False,False
1130,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
4344,Pakistan,False,False,False,False,False,False,False,False,False
5520,Turkmenistan,False,False,False,False,False,False,False,False,False
5289,Eswatini,False,False,False,False,False,False,False,False,False
5448,Thailand,False,False,False,False,False,False,False,False,False
4871,Singapore,False,False,False,False,False,False,False,False,False
3437,Morocco,False,False,False,False,False,False,False,False,False
397,Belgium,False,False,False,False,False,False,False,False,False
5222,Slovenia,False,False,False,False,False,False,False,False,False
1815,Finland,False,False,False,False,False,False,False,False,False
2045,Ghana,False,False,False,False,False,False,False,False,False
2213,Grenada,True,False,False,True,False,False,False,False,False
4723,Russian Federation,False,False,False,False,False,False,False,False,False
5996,Viet Nam,False,False,False,False,False,False,False,False,False
4806,Sudan,False,False,False,False,False,False,False,False,False
4527,Poland,False,False,False,False,False,False,False,False,False
4014,Namibia,False,False,False,False,False,False,False,False,False
1427,Germany,False,False,False,False,False,False,False,False,False
1464,Djibouti,False,False,False,False,False,False,False,False,False
1807,Finland,False,False,False,False,False,False,False,False,False
3062,Kuwait,False,False,False,False,False,False,False,False,False
5300,Eswatini,False,False,False,False,False,False,False,False,False
6044,Vanuatu,False,False,False,False,False,False,False,False,False
2125,Guinea-Bissau,True,False,False,True,False,False,False,False,False
4668,Qatar,False,False,False,False,False,False,False,False,False
5593,Tonga,False,False,False,False,False,False,False,False,False
1993,Georgia,True,False,False,True,False,False,False,False,False
896,Central African Republic,False,False,False,False,False,False,False,False,False
2612,Iraq,False,False,False,False,False,False,False,False,False
1303,Costa Rica,False,False,False,False,False,False,False,False,False
5223,Slovenia,False,False,False,False,False,False,False,False,False
2611,Iraq,False,False,False,False,False,False,False,False,False
4745,Rwanda,False,False,False,False,False,False,False,False,False
4337,Pakistan,False,False,False,False,False,False,False,False,False
4258,New Zealand,False,False,False,False,False,False,False,False,False
627,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
2196,Greece,False,False,False,False,False,False,False,False,False
5552,Timor-Leste,False,False,False,False,False,False,False,False,False
489,Bangladesh,False,False,False,False,False,False,False,False,False
2720,Jamaica,False,False,False,False,False,False,False,False,False
5176,Suriname,False,False,False,False,False,False,False,False,False
1049,China,False,False,False,False,False,False,False,False,False
4039,Niger,False,False,False,False,False,False,False,False,False
4167,Norway,False,False,False,False,False,False,False,False,False
755,Brazil,False,False,False,False,False,False,False,False,False
4627,Paraguay,False,False,False,False,False,False,False,False,False
3580,Maldives,False,False,False,False,False,False,False,False,False
3003,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
92,Albania,False,False,False,False,False,False,False,False,False
94,Albania,False,False,False,False,False,False,False,False,False
3408,Latvia,False,False,False,False,False,False,False,False,False
2322,Hong Kong,False,False,False,False,False,False,False,False,False
2724,Jamaica,False,False,False,False,False,False,False,False,False
1208,Colombia,False,False,False,False,False,False,False,False,False
4885,Singapore,False,False,False,False,False,False,False,False,False
1019,Chile,False,False,False,False,False,False,False,False,False
5204,Slovakia,False,False,False,False,False,False,False,False,False
4383,Panama,False,False,False,False,False,False,False,False,False
4980,El Salvador,False,False,False,False,False,False,False,False,False
4698,Romania,False,False,False,False,False,False,False,False,False
5911,Uzbekistan,False,False,False,False,False,False,False,False,False
4126,Nicaragua,False,False,False,False,False,False,False,False,False
3913,Mauritius,False,False,False,False,False,False,False,False,False
4775,Saudi Arabia,False,False,False,False,False,False,False,False,False
1235,Comoros,False,False,False,False,False,False,False,False,False
343,Azerbaijan,False,False,False,False,False,False,False,False,False
1431,Germany,False,False,False,False,False,False,False,False,False
5559,Timor-Leste,False,False,False,False,False,False,False,False,False
257,Australia,False,False,False,False,False,False,False,False,False
258,Australia,False,False,False,False,False,False,False,False,False
1741,Estonia,False,False,False,False,False,False,False,False,False
5901,Uzbekistan,False,False,False,False,False,False,False,False,False
5455,Thailand,False,False,False,False,False,False,False,False,False
2086,Gambia,False,False,False,False,False,False,False,False,False
4090,Nigeria,False,False,False,False,False,False,False,False,False
4341,Pakistan,False,False,False,False,False,False,False,False,False
4270,New Zealand,False,False,False,False,False,False,False,False,False
5298,Eswatini,False,False,False,False,False,False,False,False,False
2805,Japan,False,False,False,False,False,False,False,False,False
4288,Oman,True,False,False,True,False,False,False,False,False
1777,Ethiopia,False,False,False,False,False,False,False,False,False
4349,Pakistan,False,False,False,False,False,False,False,False,False
1015,Chile,False,False,False,False,False,False,False,False,False
1446,Djibouti,False,False,False,False,False,False,False,False,False
388,Belgium,False,False,False,False,False,False,False,False,False
2060,Guinea,False,False,False,False,False,False,False,False,False
2198,Greece,False,False,False,False,False,False,False,False,False
1128,Democratic Republic of the Congo,False,False,False,False,False,False,False,False,False
3040,Kuwait,False,False,False,False,False,False,False,False,False
329,Azerbaijan,False,False,False,False,False,False,False,False,False
187,Argentina,False,False,False,False,False,False,False,False,False
6122,South Africa,False,False,False,False,False,False,False,False,False
321,Azerbaijan,True,False,False,True,False,False,False,False,False
3668,North Macedonia,False,False,False,False,False,False,False,False,False
2215,Grenada,True,False,False,True,False,False,False,False,False
5813,Ukraine,False,False,False,False,False,False,False,False,False
1519,Denmark,False,False,False,False,False,False,False,False,False
1926,Gabon,False,False,False,False,False,False,False,False,False
2049,Guinea,False,False,False,False,False,False,False,False,False
927,Central African Republic,False,False,False,False,False,False,False,False,False
661,Belarus,False,False,False,False,False,False,False,False,False
6021,Vanuatu,True,False,False,True,False,False,False,False,False
1033,China,False,False,False,False,False,False,False,False,False
4662,Qatar,False,False,False,False,False,False,False,False,False
171,Argentina,False,False,False,False,False,False,False,False,False
5382,Chad,True,False,False,True,False,False,False,False,False
1867,France,False,False,False,False,False,False,False,False,False
2530,Ireland,False,False,False,False,False,False,False,False,False
5985,Viet Nam,False,False,False,False,False,False,False,False,False
3037,South Korea,False,False,False,False,False,False,False,False,False
1402,Czechia,False,False,False,False,False,False,False,False,False
1,Afghanistan,False,False,False,False,False,False,False,False,False
3984,Malaysia,False,False,False,False,False,False,False,False,False
4783,Saudi Arabia,False,False,False,False,False,False,False,False,False
2220,Grenada,False,False,False,False,False,False,False,False,False
4939,Sierra Leone,False,False,False,False,False,False,False,False,False
3982,Malaysia,False,False,False,False,False,False,False,False,False
6038,Vanuatu,False,False,False,False,False,False,False,False,False
697,Belize,False,False,False,False,False,False,False,False,False
3105,Lebanon,True,False,False,True,False,False,False,False,False
342,Azerbaijan,False,False,False,False,False,False,False,False,False
1785,Ethiopia,False,False,False,False,False,False,False,False,False
5606,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
365,Burundi,False,False,False,False,False,False,False,False,False
2735,Jamaica,False,False,False,False,False,False,False,False,False
1631,Ecuador,False,False,False,False,False,False,False,False,False
4789,Saudi Arabia,False,False,False,False,False,False,False,False,False
4828,Sudan,False,False,False,False,False,False,False,False,False
5518,Turkmenistan,True,False,False,False,False,False,False,False,False
3226,Saint Lucia,False,False,False,False,False,False,False,False,False
4113,Nicaragua,False,False,False,False,False,False,False,False,False
639,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
4419,Philippines,False,False,False,False,False,False,False,False,False
5873,United States of America,False,False,False,False,False,False,False,False,False
5284,Eswatini,False,False,False,False,False,False,False,False,False
840,Bhutan,True,False,False,True,False,False,False,False,False
2416,Haiti,False,False,False,False,False,False,False,False,False
2918,Cambodia,False,False,False,False,False,False,False,False,False
2902,Kyrgyzstan,False,False,False,False,False,False,False,False,False
4826,Sudan,False,False,False,False,False,False,False,False,False
1042,China,False,False,False,False,False,False,False,False,False
4952,Sierra Leone,False,False,False,False,False,False,False,False,False
5521,Turkmenistan,False,False,False,False,False,False,False,False,False
2671,Israel,False,False,False,False,False,False,False,False,False
1559,Dominican Republic,False,False,False,False,False,False,False,False,False
1275,Cabo Verde,False,False,False,False,False,False,False,False,False
836,Bhutan,True,False,False,True,False,False,False,False,False
527,Bulgaria,False,False,False,False,False,False,False,False,False
1025,China,False,False,False,False,False,False,False,False,False
1879,France,False,False,False,False,False,False,False,False,False
1204,Colombia,False,False,False,False,False,False,False,False,False
1443,Djibouti,True,False,False,True,False,False,False,False,False
3333,Lithuania,False,False,False,False,False,False,False,False,False
478,Burkina Faso,False,False,False,False,False,False,False,False,False
4630,Paraguay,False,False,False,False,False,False,False,False,False
649,Belarus,False,False,False,False,False,False,False,False,False
1760,Ethiopia,True,False,False,True,False,False,False,False,False
5701,Tuvalu,False,False,False,False,False,False,False,False,False
1511,Denmark,False,False,False,False,False,False,False,False,False
5337,Seychelles,False,False,False,False,False,False,False,False,False
2352,Honduras,False,False,False,False,False,False,False,False,False
2985,Saint Kitts and Nevis,True,False,False,True,False,False,False,False,False
4092,Nigeria,False,False,False,False,False,False,False,False,False
855,Bhutan,False,False,False,False,False,False,False,False,False
312,Austria,False,False,False,False,False,False,False,False,False
834,Bhutan,True,False,False,True,False,False,False,False,False
3560,Maldives,False,False,False,False,False,False,False,False,False
1184,Colombia,False,False,False,False,False,False,False,False,False
4069,Nigeria,True,False,False,True,False,False,False,False,False
3344,Lithuania,False,False,False,False,False,False,False,False,False
2058,Guinea,False,False,False,False,False,False,False,False,False
4030,Namibia,False,False,False,False,False,False,False,False,False
348,Azerbaijan,False,False,False,False,False,False,False,False,False
5670,Türkiye,False,False,False,False,False,False,False,False,False
950,Canada,False,False,False,False,False,False,False,False,False
3203,Saint Lucia,False,False,False,False,False,False,False,False,False
3405,Latvia,False,False,False,False,False,False,False,False,False
1914,Micronesia,False,False,False,False,False,False,False,False,False
1328,Cuba,False,False,False,False,False,False,False,False,False
1046,China,False,False,False,False,False,False,False,False,False
549,Bahrain,False,False,False,False,False,False,False,False,False
2935,Cambodia,False,False,False,False,False,False,False,False,False
4749,Rwanda,False,False,False,False,False,False,False,False,False
1090,Cameroon,False,False,False,False,False,False,False,False,False
3155,Liberia,False,False,False,False,False,False,False,False,False
4424,Philippines,False,False,False,False,False,False,False,False,False
3366,Luxembourg,False,False,False,False,False,False,False,False,False
793,Barbados,False,False,False,False,False,False,False,False,False
1370,Cyprus,False,False,False,False,False,False,False,False,False
5640,Tunisia,False,False,False,False,False,False,False,False,False
2747,Jamaica,False,False,False,False,False,False,False,False,False
5924,Saint Vincent and the Grenadines,True,False,False,True,False,False,False,False,False
5753,Tanzania,False,False,False,False,False,False,False,False,False
794,Barbados,False,False,False,False,False,False,False,False,False
745,Brazil,False,False,False,False,False,False,False,False,False
1607,Ecuador,False,False,False,False,False,False,False,False,False
2318,Hong Kong,False,False,False,False,False,False,False,False,False
739,Brazil,False,False,False,False,False,False,False,False,False
5205,Slovakia,False,False,False,False,False,False,False,False,False
971,Switzerland,False,False,False,False,False,False,False,False,False
1424,Germany,False,False,False,False,False,False,False,False,False
3208,Saint Lucia,False,False,False,False,False,False,False,False,False
2359,Honduras,False,False,False,False,False,False,False,False,False
2459,Hungary,False,False,False,False,False,False,False,False,False
4400,Peru,False,False,False,False,False,False,False,False,False
4408,Peru,False,False,False,False,False,False,False,False,False
5653,Tunisia,False,False,False,False,False,False,False,False,False
337,Azerbaijan,False,False,False,False,False,False,False,False,False
786,Barbados,False,False,False,False,False,False,False,False,False
2634,Iceland,False,False,False,False,False,False,False,False,False
6142,South Africa,False,False,False,False,False,False,False,False,False
1764,Ethiopia,True,False,False,True,False,False,False,False,False
5717,Tuvalu,False,False,False,False,False,False,False,False,False
1489,Dominica,False,False,False,False,False,False,False,False,False
5986,Viet Nam,False,False,False,False,False,False,False,False,False
1215,Colombia,False,False,False,False,False,False,False,False,False
3840,Mozambique,False,False,False,False,False,False,False,False,False
1780,Ethiopia,False,False,False,False,False,False,False,False,False
4507,Papua New Guinea,False,False,False,False,False,False,False,False,False
138,United Arab Emirates,False,False,False,False,False,False,False,False,False
3979,Malaysia,False,False,False,False,False,False,False,False,False
3498,Moldova,False,False,False,False,False,False,False,False,False
135,United Arab Emirates,False,False,False,False,False,False,False,False,False
3705,Mali,False,False,False,False,False,False,False,False,False
2142,Guinea-Bissau,False,False,False,False,False,False,False,False,False
3291,Sri Lanka,False,False,False,False,False,False,False,False,False
4820,Sudan,False,False,False,False,False,False,False,False,False
3596,Mexico,False,False,False,False,False,False,False,False,False
5597,Tonga,False,False,False,False,False,False,False,False,False
5460,Thailand,False,False,False,False,False,False,False,False,False
1030,China,False,False,False,False,False,False,False,False,False
583,Bahamas,False,False,False,False,False,False,False,False,False
3023,South Korea,False,False,False,False,False,False,False,False,False
2389,Croatia,False,False,False,False,False,False,False,False,False
4955,Sierra Leone,False,False,False,False,False,False,False,False,False
5401,Chad,False,False,False,False,False,False,False,False,False
4333,Pakistan,False,False,False,False,False,False,False,False,False
2574,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3283,Sri Lanka,False,False,False,False,False,False,False,False,False
2861,Kenya,False,False,False,False,False,False,False,False,False
4903,Solomon Islands,True,False,False,True,False,False,False,False,False
2522,India,False,False,False,False,False,False,False,False,False
